"Indicator Name","Indicator Code","Country Name","Country Code","Year","Value","Disaggregation"
"Proportion of women subjected to physical and/or sexual violence in the last 12 months (modeled estimate, % of ever partnered women ages 15+)","SG.VAW.15PL.ME.ZS","Uruguay","URY","2018","3.386","female, Modeled, 15+"
"Proportion of women subjected to physical and/or sexual violence in the last 12 months (modeled estimate, % of ever partnered women ages 15+)","SG.VAW.15PL.ME.ZS","Vanuatu","VUT","2018","24.175","female, Modeled, 15+"
"Proportion of women subjected to physical and/or sexual violence in the last 12 months (modeled estimate, % of ever partnered women ages 15+)","SG.VAW.15PL.ME.ZS","Venezuela, RB","VEN","2018","7.338","female, Modeled, 15+"
"Proportion of women subjected to physical and/or sexual violence in the last 12 months (modeled estimate, % of ever partnered women ages 15+)","SG.VAW.15PL.ME.ZS","Viet Nam","VNM","2018","7.320","female, Modeled, 15+"
"Proportion of women subjected to physical and/or sexual violence in the last 12 months (modeled estimate, % of ever partnered women ages 15+)","SG.VAW.15PL.ME.ZS","West Bank and Gaza","PSE","2018","17.134","female, Modeled, 15+"
"Proportion of women subjected to physical and/or sexual violence in the last 12 months (modeled estimate, % of ever partnered women ages 15+)","SG.VAW.15PL.ME.ZS","Zambia","ZMB","2018","25.157","female, Modeled, 15+"
"Proportion of women subjected to physical and/or sexual violence in the last 12 months (modeled estimate, % of ever partnered women ages 15+)","SG.VAW.15PL.ME.ZS","Zimbabwe","ZWE","2018","15.751","female, Modeled, 15+"
"Proportion of women subjected to physical and/or sexual violence in the last 12 months (modeled estimate, % of ever partnered women ages 15-19)","SG.VAW.1519.ME.ZS","East Asia & Pacific","EAS","2018","11.627","Modeled, 15-19"
"Proportion of women subjected to physical and/or sexual violence in the last 12 months (modeled estimate, % of ever partnered women ages 15-19)","SG.VAW.1519.ME.ZS","Europe & Central Asia","ECS","2018","7.098","Modeled, 15-19"
"Proportion of women subjected to physical and/or sexual violence in the last 12 months (modeled estimate, % of ever partnered women ages 15-19)","SG.VAW.1519.ME.ZS","High income","HIC","2018","8.389","Modeled, 15-19"
"Proportion of women subjected to physical and/or sexual violence in the last 12 months (modeled estimate, % of ever partnered women ages 15-19)","SG.VAW.1519.ME.ZS","Latin America & Caribbean","LCN","2018","10.423","Modeled, 15-19"
"Proportion of women subjected to physical and/or sexual violence in the last 12 months (modeled estimate, % of ever partnered women ages 15-19)","SG.VAW.1519.ME.ZS","Low income","LIC","2018","23.148","Modeled, 15-19"
"Proportion of women subjected to physical and/or sexual violence in the last 12 months (modeled estimate, % of ever partnered women ages 15-19)","SG.VAW.1519.ME.ZS","Lower middle income","LMC","2018","18.970","Modeled, 15-19"
"Proportion of women subjected to physical and/or sexual violence in the last 12 months (modeled estimate, % of ever partnered women ages 15-19)","SG.VAW.1519.ME.ZS","Middle East & North Africa","MEA","2018","14.850","Modeled, 15-19"
"Proportion of women subjected to physical and/or sexual violence in the last 12 months (modeled estimate, % of ever partnered women ages 15-19)","SG.VAW.1519.ME.ZS","North America","NAC","2018","11.002","Modeled, 15-19"
"Proportion of women subjected to physical and/or sexual violence in the last 12 months (modeled estimate, % of ever partnered women ages 15-19)","SG.VAW.1519.ME.ZS","South Asia","SAS","2018","20.848","Modeled, 15-19"
"Proportion of women subjected to physical and/or sexual violence in the last 12 months (modeled estimate, % of ever partnered women ages 15-19)","SG.VAW.1519.ME.ZS","Sub-Saharan Africa","SSF","2018","20.904","Modeled, 15-19"
"Proportion of women subjected to physical and/or sexual violence in the last 12 months (modeled estimate, % of ever partnered women ages 15-19)","SG.VAW.1519.ME.ZS","Upper middle income","UMC","2018","11.963","Modeled, 15-19"
"Proportion of women subjected to physical and/or sexual violence in the last 12 months (modeled estimate, % of ever partnered women ages 20-24)","SG.VAW.2024.ME.ZS","East Asia & Pacific","EAS","2018","10.779","Modeled, 20-24"
"Proportion of women subjected to physical and/or sexual violence in the last 12 months (modeled estimate, % of ever partnered women ages 20-24)","SG.VAW.2024.ME.ZS","Europe & Central Asia","ECS","2018","7.620","Modeled, 20-24"
"Proportion of women subjected to physical and/or sexual violence in the last 12 months (modeled estimate, % of ever partnered women ages 20-24)","SG.VAW.2024.ME.ZS","High income","HIC","2018","7.443","Modeled, 20-24"
"Proportion of women subjected to physical and/or sexual violence in the last 12 months (modeled estimate, % of ever partnered women ages 20-24)","SG.VAW.2024.ME.ZS","Latin America & Caribbean","LCN","2018","10.129","Modeled, 20-24"
"Proportion of women subjected to physical and/or sexual violence in the last 12 months (modeled estimate, % of ever partnered women ages 20-24)","SG.VAW.2024.ME.ZS","Low income","LIC","2018","24.654","Modeled, 20-24"
"Proportion of women subjected to physical and/or sexual violence in the last 12 months (modeled estimate, % of ever partnered women ages 20-24)","SG.VAW.2024.ME.ZS","Lower middle income","LMC","2018","19.208","Modeled, 20-24"
"Proportion of women subjected to physical and/or sexual violence in the last 12 months (modeled estimate, % of ever partnered women ages 20-24)","SG.VAW.2024.ME.ZS","Middle East & North Africa","MEA","2018","17.045","Modeled, 20-24"
"Proportion of women subjected to physical and/or sexual violence in the last 12 months (modeled estimate, % of ever partnered women ages 20-24)","SG.VAW.2024.ME.ZS","North America","NAC","2018","8.467","Modeled, 20-24"
"Proportion of women subjected to physical and/or sexual violence in the last 12 months (modeled estimate, % of ever partnered women ages 20-24)","SG.VAW.2024.ME.ZS","South Asia","SAS","2018","20.894","Modeled, 20-24"
"Proportion of women subjected to physical and/or sexual violence in the last 12 months (modeled estimate, % of ever partnered women ages 20-24)","SG.VAW.2024.ME.ZS","Sub-Saharan Africa","SSF","2018","22.446","Modeled, 20-24"
"Proportion of women subjected to physical and/or sexual violence in the last 12 months (modeled estimate, % of ever partnered women ages 20-24)","SG.VAW.2024.ME.ZS","Upper middle income","UMC","2018","11.368","Modeled, 20-24"
"Proportion of women subjected to physical and/or sexual violence in the last 12 months (modeled estimate, % of ever partnered women ages 25-29)","SG.VAW.2529.ME.ZS","East Asia & Pacific","EAS","2018","9.793","Modeled, 25-29"
"Proportion of women subjected to physical and/or sexual violence in the last 12 months (modeled estimate, % of ever partnered women ages 25-29)","SG.VAW.2529.ME.ZS","Europe & Central Asia","ECS","2018","7.429","Modeled, 25-29"
"Proportion of women subjected to physical and/or sexual violence in the last 12 months (modeled estimate, % of ever partnered women ages 25-29)","SG.VAW.2529.ME.ZS","High income","HIC","2018","6.671","Modeled, 25-29"
"Proportion of women subjected to physical and/or sexual violence in the last 12 months (modeled estimate, % of ever partnered women ages 25-29)","SG.VAW.2529.ME.ZS","Latin America & Caribbean","LCN","2018","9.470","Modeled, 25-29"
"Proportion of women subjected to physical and/or sexual violence in the last 12 months (modeled estimate, % of ever partnered women ages 25-29)","SG.VAW.2529.ME.ZS","Low income","LIC","2018","24.707","Modeled, 25-29"
"Proportion of women subjected to physical and/or sexual violence in the last 12 months (modeled estimate, % of ever partnered women ages 25-29)","SG.VAW.2529.ME.ZS","Lower middle income","LMC","2018","18.848","Modeled, 25-29"
"Proportion of women subjected to physical and/or sexual violence in the last 12 months (modeled estimate, % of ever partnered women ages 25-29)","SG.VAW.2529.ME.ZS","Middle East & North Africa","MEA","2018","17.710","Modeled, 25-29"
"Proportion of women subjected to physical and/or sexual violence in the last 12 months (modeled estimate, % of ever partnered women ages 25-29)","SG.VAW.2529.ME.ZS","North America","NAC","2018","6.680","Modeled, 25-29"
"Proportion of women subjected to physical and/or sexual violence in the last 12 months (modeled estimate, % of ever partnered women ages 25-29)","SG.VAW.2529.ME.ZS","South Asia","SAS","2018","20.742","Modeled, 25-29"
"Proportion of women subjected to physical and/or sexual violence in the last 12 months (modeled estimate, % of ever partnered women ages 25-29)","SG.VAW.2529.ME.ZS","Sub-Saharan Africa","SSF","2018","22.471","Modeled, 25-29"
"Proportion of women subjected to physical and/or sexual violence in the last 12 months (modeled estimate, % of ever partnered women ages 25-29)","SG.VAW.2529.ME.ZS","Upper middle income","UMC","2018","10.489","Modeled, 25-29"
"Proportion of women subjected to physical and/or sexual violence in the last 12 months (modeled estimate, % of ever partnered women ages 30-34)","SG.VAW.3034.ME.ZS","East Asia & Pacific","EAS","2018","8.622","Modeled, 30-34"
"Proportion of women subjected to physical and/or sexual violence in the last 12 months (modeled estimate, % of ever partnered women ages 30-34)","SG.VAW.3034.ME.ZS","Europe & Central Asia","ECS","2018","6.895","Modeled, 30-34"
"Proportion of women subjected to physical and/or sexual violence in the last 12 months (modeled estimate, % of ever partnered women ages 30-34)","SG.VAW.3034.ME.ZS","High income","HIC","2018","5.906","Modeled, 30-34"
"Proportion of women subjected to physical and/or sexual violence in the last 12 months (modeled estimate, % of ever partnered women ages 30-34)","SG.VAW.3034.ME.ZS","Latin America & Caribbean","LCN","2018","8.602","Modeled, 30-34"
"Proportion of women subjected to physical and/or sexual violence in the last 12 months (modeled estimate, % of ever partnered women ages 30-34)","SG.VAW.3034.ME.ZS","Low income","LIC","2018","23.545","Modeled, 30-34"
"Proportion of women subjected to physical and/or sexual violence in the last 12 months (modeled estimate, % of ever partnered women ages 30-34)","SG.VAW.3034.ME.ZS","Lower middle income","LMC","2018","17.825","Modeled, 30-34"
"Proportion of women subjected to physical and/or sexual violence in the last 12 months (modeled estimate, % of ever partnered women ages 30-34)","SG.VAW.3034.ME.ZS","Middle East & North Africa","MEA","2018","16.869","Modeled, 30-34"
"Proportion of women subjected to physical and/or sexual violence in the last 12 months (modeled estimate, % of ever partnered women ages 30-34)","SG.VAW.3034.ME.ZS","North America","NAC","2018","5.399","Modeled, 30-34"
"Proportion of women subjected to physical and/or sexual violence in the last 12 months (modeled estimate, % of ever partnered women ages 30-34)","SG.VAW.3034.ME.ZS","South Asia","SAS","2018","19.818","Modeled, 30-34"
"Proportion of women subjected to physical and/or sexual violence in the last 12 months (modeled estimate, % of ever partnered women ages 30-34)","SG.VAW.3034.ME.ZS","Sub-Saharan Africa","SSF","2018","21.186","Modeled, 30-34"
"Proportion of women subjected to physical and/or sexual violence in the last 12 months (modeled estimate, % of ever partnered women ages 30-34)","SG.VAW.3034.ME.ZS","Upper middle income","UMC","2018","9.439","Modeled, 30-34"
"Proportion of women subjected to physical and/or sexual violence in the last 12 months (modeled estimate, % of ever partnered women ages 35-44)","SG.VAW.3544.ME.ZS","East Asia & Pacific","EAS","2018","6.842","Modeled, 35-44"
"Proportion of women subjected to physical and/or sexual violence in the last 12 months (modeled estimate, % of ever partnered women ages 35-44)","SG.VAW.3544.ME.ZS","Europe & Central Asia","ECS","2018","5.756","Modeled, 35-44"
"Proportion of women subjected to physical and/or sexual violence in the last 12 months (modeled estimate, % of ever partnered women ages 35-44)","SG.VAW.3544.ME.ZS","High income","HIC","2018","4.778","Modeled, 35-44"
"Proportion of women subjected to physical and/or sexual violence in the last 12 months (modeled estimate, % of ever partnered women ages 35-44)","SG.VAW.3544.ME.ZS","Latin America & Caribbean","LCN","2018","7.316","Modeled, 35-44"
"Proportion of women subjected to physical and/or sexual violence in the last 12 months (modeled estimate, % of ever partnered women ages 35-44)","SG.VAW.3544.ME.ZS","Low income","LIC","2018","20.450","Modeled, 35-44"
"Proportion of women subjected to physical and/or sexual violence in the last 12 months (modeled estimate, % of ever partnered women ages 35-44)","SG.VAW.3544.ME.ZS","Lower middle income","LMC","2018","15.355","Modeled, 35-44"
"Proportion of women subjected to physical and/or sexual violence in the last 12 months (modeled estimate, % of ever partnered women ages 35-44)","SG.VAW.3544.ME.ZS","Middle East & North Africa","MEA","2018","13.962","Modeled, 35-44"
"Proportion of women subjected to physical and/or sexual violence in the last 12 months (modeled estimate, % of ever partnered women ages 35-44)","SG.VAW.3544.ME.ZS","North America","NAC","2018","4.083","Modeled, 35-44"
"Proportion of women subjected to physical and/or sexual violence in the last 12 months (modeled estimate, % of ever partnered women ages 35-44)","SG.VAW.3544.ME.ZS","South Asia","SAS","2018","17.421","Modeled, 35-44"
"Proportion of women subjected to physical and/or sexual violence in the last 12 months (modeled estimate, % of ever partnered women ages 35-44)","SG.VAW.3544.ME.ZS","Sub-Saharan Africa","SSF","2018","18.122","Modeled, 35-44"
"Proportion of women subjected to physical and/or sexual violence in the last 12 months (modeled estimate, % of ever partnered women ages 35-44)","SG.VAW.3544.ME.ZS","Upper middle income","UMC","2018","7.694","Modeled, 35-44"
"Proportion of women subjected to physical and/or sexual violence in the last 12 months (modeled estimate, % of ever partnered women ages 45-54)","SG.VAW.4554.ME.ZS","East Asia & Pacific","EAS","2018","4.816","Modeled, 45-54"
"Proportion of women subjected to physical and/or sexual violence in the last 12 months (modeled estimate, % of ever partnered women ages 45-54)","SG.VAW.4554.ME.ZS","Europe & Central Asia","ECS","2018","4.247","Modeled, 45-54"
"Proportion of women subjected to physical and/or sexual violence in the last 12 months (modeled estimate, % of ever partnered women ages 45-54)","SG.VAW.4554.ME.ZS","High income","HIC","2018","3.531","Modeled, 45-54"
"Proportion of women subjected to physical and/or sexual violence in the last 12 months (modeled estimate, % of ever partnered women ages 45-54)","SG.VAW.4554.ME.ZS","Latin America & Caribbean","LCN","2018","5.712","Modeled, 45-54"
"Proportion of women subjected to physical and/or sexual violence in the last 12 months (modeled estimate, % of ever partnered women ages 45-54)","SG.VAW.4554.ME.ZS","Low income","LIC","2018","15.187","Modeled, 45-54"
"Proportion of women subjected to physical and/or sexual violence in the last 12 months (modeled estimate, % of ever partnered women ages 45-54)","SG.VAW.4554.ME.ZS","Lower middle income","LMC","2018","11.649","Modeled, 45-54"
"Proportion of women subjected to physical and/or sexual violence in the last 12 months (modeled estimate, % of ever partnered women ages 45-54)","SG.VAW.4554.ME.ZS","Middle East & North Africa","MEA","2018","9.659","Modeled, 45-54"
"Proportion of women subjected to physical and/or sexual violence in the last 12 months (modeled estimate, % of ever partnered women ages 45-54)","SG.VAW.4554.ME.ZS","North America","NAC","2018","2.893","Modeled, 45-54"
"Proportion of women subjected to physical and/or sexual violence in the last 12 months (modeled estimate, % of ever partnered women ages 45-54)","SG.VAW.4554.ME.ZS","South Asia","SAS","2018","13.617","Modeled, 45-54"
"Proportion of women subjected to physical and/or sexual violence in the last 12 months (modeled estimate, % of ever partnered women ages 45-54)","SG.VAW.4554.ME.ZS","Sub-Saharan Africa","SSF","2018","13.478","Modeled, 45-54"
"Proportion of women subjected to physical and/or sexual violence in the last 12 months (modeled estimate, % of ever partnered women ages 45-54)","SG.VAW.4554.ME.ZS","Upper middle income","UMC","2018","5.335","Modeled, 45-54"
"Proportion of women subjected to physical and/or sexual violence in the last 12 months (modeled estimate, % of ever partnered women ages 55-64)","SG.VAW.5564.ME.ZS","East Asia & Pacific","EAS","2018","3.480","Modeled, 55-64"
"Proportion of women subjected to physical and/or sexual violence in the last 12 months (modeled estimate, % of ever partnered women ages 55-64)","SG.VAW.5564.ME.ZS","Europe & Central Asia","ECS","2018","3.364","Modeled, 55-64"
"Proportion of women subjected to physical and/or sexual violence in the last 12 months (modeled estimate, % of ever partnered women ages 55-64)","SG.VAW.5564.ME.ZS","High income","HIC","2018","2.747","Modeled, 55-64"
"Proportion of women subjected to physical and/or sexual violence in the last 12 months (modeled estimate, % of ever partnered women ages 55-64)","SG.VAW.5564.ME.ZS","Latin America & Caribbean","LCN","2018","4.445","Modeled, 55-64"
"Proportion of women subjected to physical and/or sexual violence in the last 12 months (modeled estimate, % of ever partnered women ages 55-64)","SG.VAW.5564.ME.ZS","Low income","LIC","2018","11.409","Modeled, 55-64"
"Proportion of women subjected to physical and/or sexual violence in the last 12 months (modeled estimate, % of ever partnered women ages 55-64)","SG.VAW.5564.ME.ZS","Lower middle income","LMC","2018","8.666","Modeled, 55-64"
"Proportion of women subjected to physical and/or sexual violence in the last 12 months (modeled estimate, % of ever partnered women ages 55-64)","SG.VAW.5564.ME.ZS","Middle East & North Africa","MEA","2018","6.578","Modeled, 55-64"
"Proportion of women subjected to physical and/or sexual violence in the last 12 months (modeled estimate, % of ever partnered women ages 55-64)","SG.VAW.5564.ME.ZS","North America","NAC","2018","2.083","Modeled, 55-64"
"Proportion of women subjected to physical and/or sexual violence in the last 12 months (modeled estimate, % of ever partnered women ages 55-64)","SG.VAW.5564.ME.ZS","South Asia","SAS","2018","10.327","Modeled, 55-64"
"Proportion of women subjected to physical and/or sexual violence in the last 12 months (modeled estimate, % of ever partnered women ages 55-64)","SG.VAW.5564.ME.ZS","Sub-Saharan Africa","SSF","2018","9.842","Modeled, 55-64"
"Proportion of women subjected to physical and/or sexual violence in the last 12 months (modeled estimate, % of ever partnered women ages 55-64)","SG.VAW.5564.ME.ZS","Upper middle income","UMC","2018","3.877","Modeled, 55-64"
"Proportion of women subjected to physical and/or sexual violence in the last 12 months (modeled estimate, % of ever partnered women ages 65+)","SG.VAW.65PL.ME.ZS","East Asia & Pacific","EAS","2018","2.941","Modeled, 65+"
"Proportion of women subjected to physical and/or sexual violence in the last 12 months (modeled estimate, % of ever partnered women ages 65+)","SG.VAW.65PL.ME.ZS","Europe & Central Asia","ECS","2018","2.868","Modeled, 65+"
"Proportion of women subjected to physical and/or sexual violence in the last 12 months (modeled estimate, % of ever partnered women ages 65+)","SG.VAW.65PL.ME.ZS","High income","HIC","2018","2.362","Modeled, 65+"
"Proportion of women subjected to physical and/or sexual violence in the last 12 months (modeled estimate, % of ever partnered women ages 65+)","SG.VAW.65PL.ME.ZS","Latin America & Caribbean","LCN","2018","3.851","Modeled, 65+"
"Proportion of women subjected to physical and/or sexual violence in the last 12 months (modeled estimate, % of ever partnered women ages 65+)","SG.VAW.65PL.ME.ZS","Low income","LIC","2018","9.628","Modeled, 65+"
"Proportion of women subjected to physical and/or sexual violence in the last 12 months (modeled estimate, % of ever partnered women ages 65+)","SG.VAW.65PL.ME.ZS","Lower middle income","LMC","2018","7.451","Modeled, 65+"
"Proportion of women subjected to physical and/or sexual violence in the last 12 months (modeled estimate, % of ever partnered women ages 65+)","SG.VAW.65PL.ME.ZS","Middle East & North Africa","MEA","2018","5.325","Modeled, 65+"
"Proportion of women subjected to physical and/or sexual violence in the last 12 months (modeled estimate, % of ever partnered women ages 65+)","SG.VAW.65PL.ME.ZS","North America","NAC","2018","1.753","Modeled, 65+"
"Proportion of women subjected to physical and/or sexual violence in the last 12 months (modeled estimate, % of ever partnered women ages 65+)","SG.VAW.65PL.ME.ZS","South Asia","SAS","2018","8.877","Modeled, 65+"
"Proportion of women subjected to physical and/or sexual violence in the last 12 months (modeled estimate, % of ever partnered women ages 65+)","SG.VAW.65PL.ME.ZS","Sub-Saharan Africa","SSF","2018","8.410","Modeled, 65+"
"Proportion of women subjected to physical and/or sexual violence in the last 12 months (modeled estimate, % of ever partnered women ages 65+)","SG.VAW.65PL.ME.ZS","Upper middle income","UMC","2018","3.257","Modeled, 65+"
