country,date,measure,value
England,2019-03,T01:40 (Aged 16-64 - Inactive : All People ),7335900
England,2019-03,T01:43 (Aged 16-19 - All : All People ),2415800
England,2019-03,T01:61 (Aged 16-19 - Inactive : All People ),1395100
England,2019-03,T01:64 (Aged 20-24 - All : All People ),3434000
England,2019-03,T01:82 (Aged 20-24 - Inactive : All People ),896000
England,2019-03,T01:85 (Aged 25-34 - All : All People ),7560100
England,2019-03,T01:103 (Aged 25-34 - Inactive : All People ),992300
England,2019-03,T01:106 (Aged 35-49 - All : All People ),10828200
England,2019-03,T01:124 (Aged 35-49 - Inactive : All People ),1368500
England,2019-03,T01:127 (Aged 50+ - All : All People ),20389700
England,2019-03,T01:145 (Aged 50+ - Inactive : All People ),11487500
England,2019-03,T01:148 (Aged 50-64 - All : All People ),10511900
England,2019-03,T01:166 (Aged 50-64 - Inactive : All People ),2683900
Wales,2019-03,T01:22 (Aged 16-64 - All : All People ),1910200
Wales,2019-03,T01:40 (Aged 16-64 - Inactive : All People ),445400
Wales,2019-03,T01:43 (Aged 16-19 - All : All People ),138000
Wales,2019-03,T01:61 (Aged 16-19 - Inactive : All People ),73500
Wales,2019-03,T01:64 (Aged 20-24 - All : All People ),206700
Wales,2019-03,T01:82 (Aged 20-24 - Inactive : All People ),58700
Wales,2019-03,T01:85 (Aged 25-34 - All : All People ),393300
Wales,2019-03,T01:103 (Aged 25-34 - Inactive : All People ),60100
Wales,2019-03,T01:106 (Aged 35-49 - All : All People ),553000
Wales,2019-03,T01:124 (Aged 35-49 - Inactive : All People ),70700
Wales,2019-03,T01:127 (Aged 50+ - All : All People ),1252700
Wales,2019-03,T01:145 (Aged 50+ - Inactive : All People ),753100
Wales,2019-03,T01:148 (Aged 50-64 - All : All People ),619100
Wales,2019-03,T01:166 (Aged 50-64 - Inactive : All People ),182400
Scotland,2019-03,T01:22 (Aged 16-64 - All : All People ),3442200
Scotland,2019-03,T01:40 (Aged 16-64 - Inactive : All People ),765300
Scotland,2019-03,T01:43 (Aged 16-19 - All : All People ),224900
Scotland,2019-03,T01:61 (Aged 16-19 - Inactive : All People ),121500
Scotland,2019-03,T01:64 (Aged 20-24 - All : All People ),349400
Scotland,2019-03,T01:82 (Aged 20-24 - Inactive : All People ),81100
Scotland,2019-03,T01:85 (Aged 25-34 - All : All People ),737400
Scotland,2019-03,T01:103 (Aged 25-34 - Inactive : All People ),112400
Scotland,2019-03,T01:106 (Aged 35-49 - All : All People ),1019900
Scotland,2019-03,T01:124 (Aged 35-49 - Inactive : All People ),136100
Scotland,2019-03,T01:127 (Aged 50+ - All : All People ),2124300
Scotland,2019-03,T01:145 (Aged 50+ - Inactive : All People ),1238900
Scotland,2019-03,T01:148 (Aged 50-64 - All : All People ),1110600
Scotland,2019-03,T01:166 (Aged 50-64 - Inactive : All People ),314200
Northern Ireland,2019-03,T01:22 (Aged 16-64 - All : All People ),1167700
Northern Ireland,2019-03,T01:40 (Aged 16-64 - Inactive : All People ),311800
Northern Ireland,2019-03,T01:43 (Aged 16-19 - All : All People ),88900
Northern Ireland,2019-03,T01:61 (Aged 16-19 - Inactive : All People ),59700
Northern Ireland,2019-03,T01:64 (Aged 20-24 - All : All People ),113800
Northern Ireland,2019-03,T01:82 (Aged 20-24 - Inactive : All People ),36400
Northern Ireland,2019-03,T01:85 (Aged 25-34 - All : All People ),245400
Northern Ireland,2019-03,T01:103 (Aged 25-34 - Inactive : All People ),34800
Northern Ireland,2019-03,T01:106 (Aged 35-49 - All : All People ),363600
Northern Ireland,2019-03,T01:124 (Aged 35-49 - Inactive : All People ),56100
Northern Ireland,2019-03,T01:127 (Aged 50+ - All : All People ),653300
Northern Ireland,2019-03,T01:145 (Aged 50+ - Inactive : All People ),390900
Northern Ireland,2019-03,T01:148 (Aged 50-64 - All : All People ),356000
Northern Ireland,2019-03,T01:166 (Aged 50-64 - Inactive : All People ),124800
United Kingdom,2019-06,T01:22 (Aged 16-64 - All : All People ),41290700
United Kingdom,2019-06,T01:40 (Aged 16-64 - Inactive : All People ),8786900
United Kingdom,2019-06,T01:43 (Aged 16-19 - All : All People ),2858000
United Kingdom,2019-06,T01:61 (Aged 16-19 - Inactive : All People ),1652800
United Kingdom,2019-06,T01:64 (Aged 20-24 - All : All People ),4092000
United Kingdom,2019-06,T01:82 (Aged 20-24 - Inactive : All People ),1049700
United Kingdom,2019-06,T01:85 (Aged 25-34 - All : All People ),8944800
United Kingdom,2019-06,T01:103 (Aged 25-34 - Inactive : All People ),1180500
United Kingdom,2019-06,T01:106 (Aged 35-49 - All : All People ),12752000
United Kingdom,2019-06,T01:124 (Aged 35-49 - Inactive : All People ),1629300
United Kingdom,2019-06,T01:127 (Aged 50+ - All : All People ),24514300
United Kingdom,2019-06,T01:145 (Aged 50+ - Inactive : All People ),13857300
United Kingdom,2019-06,T01:148 (Aged 50-64 - All : All People ),12643900
United Kingdom,2019-06,T01:166 (Aged 50-64 - Inactive : All People ),3274700
England,2019-06,T01:22 (Aged 16-64 - All : All People ),34770500
England,2019-06,T01:40 (Aged 16-64 - Inactive : All People ),7271000
England,2019-06,T01:43 (Aged 16-19 - All : All People ),2408600
England,2019-06,T01:61 (Aged 16-19 - Inactive : All People ),1398700
England,2019-06,T01:64 (Aged 20-24 - All : All People ),3424600
England,2019-06,T01:82 (Aged 20-24 - Inactive : All People ),884400
England,2019-06,T01:85 (Aged 25-34 - All : All People ),7565700
England,2019-06,T01:103 (Aged 25-34 - Inactive : All People ),972600
England,2019-06,T01:106 (Aged 35-49 - All : All People ),10819200
England,2019-06,T01:124 (Aged 35-49 - Inactive : All People ),1363400
England,2019-06,T01:127 (Aged 50+ - All : All People ),20470600
England,2019-06,T01:145 (Aged 50+ - Inactive : All People ),11466500
England,2019-06,T01:148 (Aged 50-64 - All : All People ),10552400
England,2019-06,T01:166 (Aged 50-64 - Inactive : All People ),2651900
Wales,2019-06,T01:22 (Aged 16-64 - All : All People ),1910200
Wales,2019-06,T01:40 (Aged 16-64 - Inactive : All People ),448600
Wales,2019-06,T01:43 (Aged 16-19 - All : All People ),137300
Wales,2019-06,T01:61 (Aged 16-19 - Inactive : All People ),72700
Wales,2019-06,T01:64 (Aged 20-24 - All : All People ),206000
Wales,2019-06,T01:82 (Aged 20-24 - Inactive : All People ),58100
Wales,2019-06,T01:85 (Aged 25-34 - All : All People ),394600
Wales,2019-06,T01:103 (Aged 25-34 - Inactive : All People ),61300
Wales,2019-06,T01:106 (Aged 35-49 - All : All People ),551500
Wales,2019-06,T01:124 (Aged 35-49 - Inactive : All People ),72300
Wales,2019-06,T01:127 (Aged 50+ - All : All People ),1256300
Wales,2019-06,T01:145 (Aged 50+ - Inactive : All People ),757200
Wales,2019-06,T01:148 (Aged 50-64 - All : All People ),620800
Wales,2019-06,T01:166 (Aged 50-64 - Inactive : All People ),184200
Scotland,2019-06,T01:22 (Aged 16-64 - All : All People ),3442800
Scotland,2019-06,T01:40 (Aged 16-64 - Inactive : All People ),761700
Scotland,2019-06,T01:43 (Aged 16-19 - All : All People ),223600
Scotland,2019-06,T01:61 (Aged 16-19 - Inactive : All People ),124100
Scotland,2019-06,T01:64 (Aged 20-24 - All : All People ),347900
Scotland,2019-06,T01:82 (Aged 20-24 - Inactive : All People ),73200
Scotland,2019-06,T01:85 (Aged 25-34 - All : All People ),739400
Scotland,2019-06,T01:103 (Aged 25-34 - Inactive : All People ),110200
Scotland,2019-06,T01:106 (Aged 35-49 - All : All People ),1018100
Scotland,2019-06,T01:124 (Aged 35-49 - Inactive : All People ),138700
Scotland,2019-06,T01:127 (Aged 50+ - All : All People ),2131700
Scotland,2019-06,T01:145 (Aged 50+ - Inactive : All People ),1243700
Scotland,2019-06,T01:148 (Aged 50-64 - All : All People ),1113700
Scotland,2019-06,T01:166 (Aged 50-64 - Inactive : All People ),315500
Northern Ireland,2019-06,T01:22 (Aged 16-64 - All : All People ),1167300
Northern Ireland,2019-06,T01:40 (Aged 16-64 - Inactive : All People ),305600
Northern Ireland,2019-06,T01:43 (Aged 16-19 - All : All People ),88400
Northern Ireland,2019-06,T01:61 (Aged 16-19 - Inactive : All People ),57300
Northern Ireland,2019-06,T01:64 (Aged 20-24 - All : All People ),113500
Northern Ireland,2019-06,T01:82 (Aged 20-24 - Inactive : All People ),34000
Northern Ireland,2019-06,T01:85 (Aged 25-34 - All : All People ),245100
Northern Ireland,2019-06,T01:103 (Aged 25-34 - Inactive : All People ),36400
Northern Ireland,2019-06,T01:106 (Aged 35-49 - All : All People ),363200
Northern Ireland,2019-06,T01:124 (Aged 35-49 - Inactive : All People ),54800
Northern Ireland,2019-06,T01:127 (Aged 50+ - All : All People ),655700
Northern Ireland,2019-06,T01:145 (Aged 50+ - Inactive : All People ),390000
Northern Ireland,2019-06,T01:148 (Aged 50-64 - All : All People ),357000
Northern Ireland,2019-06,T01:166 (Aged 50-64 - Inactive : All People ),123100
United Kingdom,2019-09,T01:22 (Aged 16-64 - All : All People ),41310300
United Kingdom,2019-09,T01:40 (Aged 16-64 - Inactive : All People ),8783100
United Kingdom,2019-09,T01:43 (Aged 16-19 - All : All People ),2848500
United Kingdom,2019-09,T01:61 (Aged 16-19 - Inactive : All People ),1633100
United Kingdom,2019-09,T01:64 (Aged 20-24 - All : All People ),4079900
United Kingdom,2019-09,T01:82 (Aged 20-24 - Inactive : All People ),1054500
United Kingdom,2019-09,T01:85 (Aged 25-34 - All : All People ),8954000
United Kingdom,2019-09,T01:103 (Aged 25-34 - Inactive : All People ),1175900
United Kingdom,2019-09,T01:106 (Aged 35-49 - All : All People ),12738700
United Kingdom,2019-09,T01:124 (Aged 35-49 - Inactive : All People ),1649900
United Kingdom,2019-09,T01:127 (Aged 50+ - All : All People ),24608000
United Kingdom,2019-09,T01:145 (Aged 50+ - Inactive : All People ),13885100
United Kingdom,2019-09,T01:148 (Aged 50-64 - All : All People ),12689200
United Kingdom,2019-09,T01:166 (Aged 50-64 - Inactive : All People ),3269700
England,2019-09,T01:22 (Aged 16-64 - All : All People ),34790300
England,2019-09,T01:40 (Aged 16-64 - Inactive : All People ),7269000
England,2019-09,T01:43 (Aged 16-19 - All : All People ),2401700
England,2019-09,T01:61 (Aged 16-19 - Inactive : All People ),1385500
England,2019-09,T01:64 (Aged 20-24 - All : All People ),3415100
England,2019-09,T01:82 (Aged 20-24 - Inactive : All People ),884700
England,2019-09,T01:85 (Aged 25-34 - All : All People ),7572000
England,2019-09,T01:103 (Aged 25-34 - Inactive : All People ),974500
England,2019-09,T01:106 (Aged 35-49 - All : All People ),10809800
England,2019-09,T01:124 (Aged 35-49 - Inactive : All People ),1371500
England,2019-09,T01:127 (Aged 50+ - All : All People ),20550400
England,2019-09,T01:145 (Aged 50+ - Inactive : All People ),11494300
England,2019-09,T01:148 (Aged 50-64 - All : All People ),10591800
England,2019-09,T01:166 (Aged 50-64 - Inactive : All People ),2652800
Wales,2019-09,T01:22 (Aged 16-64 - All : All People ),1910000
Wales,2019-09,T01:40 (Aged 16-64 - Inactive : All People ),443300
Wales,2019-09,T01:43 (Aged 16-19 - All : All People ),136600
Wales,2019-09,T01:61 (Aged 16-19 - Inactive : All People ),71200
Wales,2019-09,T01:64 (Aged 20-24 - All : All People ),205300
Wales,2019-09,T01:82 (Aged 20-24 - Inactive : All People ),57000
Wales,2019-09,T01:85 (Aged 25-34 - All : All People ),395800
Wales,2019-09,T01:103 (Aged 25-34 - Inactive : All People ),58600
Wales,2019-09,T01:106 (Aged 35-49 - All : All People ),549900
Wales,2019-09,T01:124 (Aged 35-49 - Inactive : All People ),77300
Wales,2019-09,T01:127 (Aged 50+ - All : All People ),1260500
Wales,2019-09,T01:145 (Aged 50+ - Inactive : All People ),752600
Wales,2019-09,T01:148 (Aged 50-64 - All : All People ),622500
Wales,2019-09,T01:166 (Aged 50-64 - Inactive : All People ),179200
Scotland,2019-09,T01:22 (Aged 16-64 - All : All People ),3442300
Scotland,2019-09,T01:40 (Aged 16-64 - Inactive : All People ),762700
Scotland,2019-09,T01:43 (Aged 16-19 - All : All People ),222400
Scotland,2019-09,T01:61 (Aged 16-19 - Inactive : All People ),118900
Scotland,2019-09,T01:64 (Aged 20-24 - All : All People ),346300
Scotland,2019-09,T01:82 (Aged 20-24 - Inactive : All People ),80400
Scotland,2019-09,T01:85 (Aged 25-34 - All : All People ),741400
Scotland,2019-09,T01:103 (Aged 25-34 - Inactive : All People ),106700
Scotland,2019-09,T01:106 (Aged 35-49 - All : All People ),1016200
Scotland,2019-09,T01:124 (Aged 35-49 - Inactive : All People ),143300
Scotland,2019-09,T01:127 (Aged 50+ - All : All People ),2138100
Scotland,2019-09,T01:145 (Aged 50+ - Inactive : All People ),1246400
Scotland,2019-09,T01:148 (Aged 50-64 - All : All People ),1116100
Scotland,2019-09,T01:166 (Aged 50-64 - Inactive : All People ),313500
Northern Ireland,2019-09,T01:22 (Aged 16-64 - All : All People ),1167600
Northern Ireland,2019-09,T01:40 (Aged 16-64 - Inactive : All People ),308100
Northern Ireland,2019-09,T01:43 (Aged 16-19 - All : All People ),87900
Northern Ireland,2019-09,T01:61 (Aged 16-19 - Inactive : All People ),57500
Northern Ireland,2019-09,T01:64 (Aged 20-24 - All : All People ),113300
Northern Ireland,2019-09,T01:82 (Aged 20-24 - Inactive : All People ),32400
Northern Ireland,2019-09,T01:85 (Aged 25-34 - All : All People ),244800
Northern Ireland,2019-09,T01:103 (Aged 25-34 - Inactive : All People ),36200
Northern Ireland,2019-09,T01:106 (Aged 35-49 - All : All People ),362800
Northern Ireland,2019-09,T01:124 (Aged 35-49 - Inactive : All People ),57900
Northern Ireland,2019-09,T01:127 (Aged 50+ - All : All People ),659100
Northern Ireland,2019-09,T01:145 (Aged 50+ - Inactive : All People ),391900
Northern Ireland,2019-09,T01:148 (Aged 50-64 - All : All People ),358800
Northern Ireland,2019-09,T01:166 (Aged 50-64 - Inactive : All People ),124100
United Kingdom,2019-12,T01:22 (Aged 16-64 - All : All People ),41330500
United Kingdom,2019-12,T01:40 (Aged 16-64 - Inactive : All People ),8773900
United Kingdom,2019-12,T01:43 (Aged 16-19 - All : All People ),2839100
United Kingdom,2019-12,T01:61 (Aged 16-19 - Inactive : All People ),1623300
United Kingdom,2019-12,T01:64 (Aged 20-24 - All : All People ),4067700
United Kingdom,2019-12,T01:82 (Aged 20-24 - Inactive : All People ),1070600
United Kingdom,2019-12,T01:85 (Aged 25-34 - All : All People ),8963100
United Kingdom,2019-12,T01:103 (Aged 25-34 - Inactive : All People ),1174600
United Kingdom,2019-12,T01:106 (Aged 35-49 - All : All People ),12726200
United Kingdom,2019-12,T01:124 (Aged 35-49 - Inactive : All People ),1632200
United Kingdom,2019-12,T01:127 (Aged 50+ - All : All People ),24701900
United Kingdom,2019-12,T01:145 (Aged 50+ - Inactive : All People ),13935000
United Kingdom,2019-12,T01:148 (Aged 50-64 - All : All People ),12734500
United Kingdom,2019-12,T01:166 (Aged 50-64 - Inactive : All People ),3273200
England,2019-12,T01:22 (Aged 16-64 - All : All People ),34811200
England,2019-12,T01:40 (Aged 16-64 - Inactive : All People ),7244700
England,2019-12,T01:43 (Aged 16-19 - All : All People ),2394600
England,2019-12,T01:61 (Aged 16-19 - Inactive : All People ),1375600
England,2019-12,T01:64 (Aged 20-24 - All : All People ),3405400
England,2019-12,T01:82 (Aged 20-24 - Inactive : All People ),889700
England,2019-12,T01:85 (Aged 25-34 - All : All People ),7577800
England,2019-12,T01:103 (Aged 25-34 - Inactive : All People ),964100
England,2019-12,T01:106 (Aged 35-49 - All : All People ),10801500
England,2019-12,T01:124 (Aged 35-49 - Inactive : All People ),1356300
England,2019-12,T01:127 (Aged 50+ - All : All People ),20631500
England,2019-12,T01:145 (Aged 50+ - Inactive : All People ),11540400
England,2019-12,T01:148 (Aged 50-64 - All : All People ),10631800
England,2019-12,T01:166 (Aged 50-64 - Inactive : All People ),2659000
Wales,2019-12,T01:22 (Aged 16-64 - All : All People ),1909500
Wales,2019-12,T01:40 (Aged 16-64 - Inactive : All People ),450800
Wales,2019-12,T01:43 (Aged 16-19 - All : All People ),135900
Wales,2019-12,T01:61 (Aged 16-19 - Inactive : All People ),72100
Wales,2019-12,T01:64 (Aged 20-24 - All : All People ),204600
Wales,2019-12,T01:82 (Aged 20-24 - Inactive : All People ),61000
Wales,2019-12,T01:85 (Aged 25-34 - All : All People ),397200
Wales,2019-12,T01:103 (Aged 25-34 - Inactive : All People ),61000
Wales,2019-12,T01:106 (Aged 35-49 - All : All People ),548300
Wales,2019-12,T01:124 (Aged 35-49 - Inactive : All People ),76400
Wales,2019-12,T01:127 (Aged 50+ - All : All People ),1263400
Wales,2019-12,T01:145 (Aged 50+ - Inactive : All People ),755000
Wales,2019-12,T01:148 (Aged 50-64 - All : All People ),623600
Wales,2019-12,T01:166 (Aged 50-64 - Inactive : All People ),180400
Scotland,2019-12,T01:22 (Aged 16-64 - All : All People ),3442200
Scotland,2019-12,T01:40 (Aged 16-64 - Inactive : All People ),772800
Scotland,2019-12,T01:43 (Aged 16-19 - All : All People ),221100
Scotland,2019-12,T01:61 (Aged 16-19 - Inactive : All People ),119000
Scotland,2019-12,T01:64 (Aged 20-24 - All : All People ),344700
Scotland,2019-12,T01:82 (Aged 20-24 - Inactive : All People ),89600
Scotland,2019-12,T01:85 (Aged 25-34 - All : All People ),743400
Scotland,2019-12,T01:103 (Aged 25-34 - Inactive : All People ),112100
Scotland,2019-12,T01:106 (Aged 35-49 - All : All People ),1014100
Scotland,2019-12,T01:124 (Aged 35-49 - Inactive : All People ),140700
Scotland,2019-12,T01:127 (Aged 50+ - All : All People ),2145100
Scotland,2019-12,T01:145 (Aged 50+ - Inactive : All People ),1247500
Scotland,2019-12,T01:148 (Aged 50-64 - All : All People ),1118800
Scotland,2019-12,T01:166 (Aged 50-64 - Inactive : All People ),311500
Northern Ireland,2019-12,T01:22 (Aged 16-64 - All : All People ),1167600
Northern Ireland,2019-12,T01:40 (Aged 16-64 - Inactive : All People ),305500
Northern Ireland,2019-12,T01:43 (Aged 16-19 - All : All People ),87400
Northern Ireland,2019-12,T01:61 (Aged 16-19 - Inactive : All People ),56500
Northern Ireland,2019-12,T01:64 (Aged 20-24 - All : All People ),113000
Northern Ireland,2019-12,T01:82 (Aged 20-24 - Inactive : All People ),30300
Northern Ireland,2019-12,T01:85 (Aged 25-34 - All : All People ),244600
Northern Ireland,2019-12,T01:103 (Aged 25-34 - Inactive : All People ),37600
Northern Ireland,2019-12,T01:106 (Aged 35-49 - All : All People ),362300
Northern Ireland,2019-12,T01:124 (Aged 35-49 - Inactive : All People ),58800
Northern Ireland,2019-12,T01:127 (Aged 50+ - All : All People ),661900
Northern Ireland,2019-12,T01:145 (Aged 50+ - Inactive : All People ),392100
Northern Ireland,2019-12,T01:148 (Aged 50-64 - All : All People ),360200
Northern Ireland,2019-12,T01:166 (Aged 50-64 - Inactive : All People ),122300
United Kingdom,2020-03,T01:22 (Aged 16-64 - All : All People ),41357400
United Kingdom,2020-03,T01:40 (Aged 16-64 - Inactive : All People ),8707900
United Kingdom,2020-03,T01:43 (Aged 16-19 - All : All People ),2840500
United Kingdom,2020-03,T01:61 (Aged 16-19 - Inactive : All People ),1618000
United Kingdom,2020-03,T01:64 (Aged 20-24 - All : All People ),4055900
United Kingdom,2020-03,T01:82 (Aged 20-24 - Inactive : All People ),1058900
United Kingdom,2020-03,T01:85 (Aged 25-34 - All : All People ),8960200
United Kingdom,2020-03,T01:103 (Aged 25-34 - Inactive : All People ),1151300
United Kingdom,2020-03,T01:106 (Aged 35-49 - All : All People ),12725400
United Kingdom,2020-03,T01:124 (Aged 35-49 - Inactive : All People ),1608300
United Kingdom,2020-03,T01:127 (Aged 50+ - All : All People ),24789200
United Kingdom,2020-03,T01:145 (Aged 50+ - Inactive : All People ),13939200
United Kingdom,2020-03,T01:148 (Aged 50-64 - All : All People ),12775400
United Kingdom,2020-03,T01:166 (Aged 50-64 - Inactive : All People ),3271400
England,2020-03,T01:22 (Aged 16-64 - All : All People ),34836300
England,2020-03,T01:40 (Aged 16-64 - Inactive : All People ),7166500
England,2020-03,T01:43 (Aged 16-19 - All : All People ),2396700
England,2020-03,T01:61 (Aged 16-19 - Inactive : All People ),1364500
England,2020-03,T01:64 (Aged 20-24 - All : All People ),3396400
England,2020-03,T01:82 (Aged 20-24 - Inactive : All People ),867300
England,2020-03,T01:85 (Aged 25-34 - All : All People ),7573200
England,2020-03,T01:103 (Aged 25-34 - Inactive : All People ),949400
England,2020-03,T01:106 (Aged 35-49 - All : All People ),10802100
England,2020-03,T01:124 (Aged 35-49 - Inactive : All People ),1327000
England,2020-03,T01:127 (Aged 50+ - All : All People ),20706000
England,2020-03,T01:145 (Aged 50+ - Inactive : All People ),11540800
England,2020-03,T01:148 (Aged 50-64 - All : All People ),10668000
England,2020-03,T01:166 (Aged 50-64 - Inactive : All People ),2658300
Wales,2020-03,T01:22 (Aged 16-64 - All : All People ),1910700
Wales,2020-03,T01:40 (Aged 16-64 - Inactive : All People ),448300
Wales,2020-03,T01:43 (Aged 16-19 - All : All People ),135600
Wales,2020-03,T01:61 (Aged 16-19 - Inactive : All People ),70900
Wales,2020-03,T01:64 (Aged 20-24 - All : All People ),203900
Wales,2020-03,T01:82 (Aged 20-24 - Inactive : All People ),63800
Wales,2020-03,T01:85 (Aged 25-34 - All : All People ),398500
Wales,2020-03,T01:103 (Aged 25-34 - Inactive : All People ),58400
Wales,2020-03,T01:106 (Aged 35-49 - All : All People ),547600
Wales,2020-03,T01:124 (Aged 35-49 - Inactive : All People ),75500
Wales,2020-03,T01:127 (Aged 50+ - All : All People ),1267600
Wales,2020-03,T01:145 (Aged 50+ - Inactive : All People ),756800
Wales,2020-03,T01:148 (Aged 50-64 - All : All People ),625000
Wales,2020-03,T01:166 (Aged 50-64 - Inactive : All People ),179800
Scotland,2020-03,T01:22 (Aged 16-64 - All : All People ),3442500
Scotland,2020-03,T01:40 (Aged 16-64 - Inactive : All People ),790200
Scotland,2020-03,T01:43 (Aged 16-19 - All : All People ),220800
Scotland,2020-03,T01:61 (Aged 16-19 - Inactive : All People ),126200
Scotland,2020-03,T01:64 (Aged 20-24 - All : All People ),343000
Scotland,2020-03,T01:82 (Aged 20-24 - Inactive : All People ),99600
Scotland,2020-03,T01:85 (Aged 25-34 - All : All People ),744300
Scotland,2020-03,T01:103 (Aged 25-34 - Inactive : All People ),107100
Scotland,2020-03,T01:106 (Aged 35-49 - All : All People ),1013500
Scotland,2020-03,T01:124 (Aged 35-49 - Inactive : All People ),146200
Scotland,2020-03,T01:127 (Aged 50+ - All : All People ),2151000
Scotland,2020-03,T01:145 (Aged 50+ - Inactive : All People ),1248900
Scotland,2020-03,T01:148 (Aged 50-64 - All : All People ),1121000
Scotland,2020-03,T01:166 (Aged 50-64 - Inactive : All People ),311100
Northern Ireland,2020-03,T01:22 (Aged 16-64 - All : All People ),1167800
Northern Ireland,2020-03,T01:40 (Aged 16-64 - Inactive : All People ),303000
Northern Ireland,2020-03,T01:43 (Aged 16-19 - All : All People ),87400
Northern Ireland,2020-03,T01:61 (Aged 16-19 - Inactive : All People ),56400
Northern Ireland,2020-03,T01:64 (Aged 20-24 - All : All People ),112700
Northern Ireland,2020-03,T01:82 (Aged 20-24 - Inactive : All People ),28200
Northern Ireland,2020-03,T01:85 (Aged 25-34 - All : All People ),244200
Northern Ireland,2020-03,T01:103 (Aged 25-34 - Inactive : All People ),36500
Northern Ireland,2020-03,T01:106 (Aged 35-49 - All : All People ),362100
Northern Ireland,2020-03,T01:124 (Aged 35-49 - Inactive : All People ),59600
Northern Ireland,2020-03,T01:127 (Aged 50+ - All : All People ),664600
Northern Ireland,2020-03,T01:145 (Aged 50+ - Inactive : All People ),392700
Northern Ireland,2020-03,T01:148 (Aged 50-64 - All : All People ),361400
Northern Ireland,2020-03,T01:166 (Aged 50-64 - Inactive : All People ),122200
United Kingdom,2020-06,T01:22 (Aged 16-64 - All : All People ),41359300
United Kingdom,2020-06,T01:40 (Aged 16-64 - Inactive : All People ),8708600
United Kingdom,2020-06,T01:43 (Aged 16-19 - All : All People ),2840400
United Kingdom,2020-06,T01:61 (Aged 16-19 - Inactive : All People ),1604600
United Kingdom,2020-06,T01:64 (Aged 20-24 - All : All People ),4041800
United Kingdom,2020-06,T01:82 (Aged 20-24 - Inactive : All People ),1060300
United Kingdom,2020-06,T01:85 (Aged 25-34 - All : All People ),8952300
United Kingdom,2020-06,T01:103 (Aged 25-34 - Inactive : All People ),1127900
United Kingdom,2020-06,T01:106 (Aged 35-49 - All : All People ),12716700
United Kingdom,2020-06,T01:124 (Aged 35-49 - Inactive : All People ),1605500
United Kingdom,2020-06,T01:127 (Aged 50+ - All : All People ),24861300
United Kingdom,2020-06,T01:145 (Aged 50+ - Inactive : All People ),14051400
United Kingdom,2020-06,T01:148 (Aged 50-64 - All : All People ),12808100
United Kingdom,2020-06,T01:166 (Aged 50-64 - Inactive : All People ),3310300
England,2020-06,T01:22 (Aged 16-64 - All : All People ),34841900
England,2020-06,T01:40 (Aged 16-64 - Inactive : All People ),7162900
England,2020-06,T01:43 (Aged 16-19 - All : All People ),2397600
England,2020-06,T01:61 (Aged 16-19 - Inactive : All People ),1346000
England,2020-06,T01:64 (Aged 20-24 - All : All People ),3385300
England,2020-06,T01:82 (Aged 20-24 - Inactive : All People ),864300
England,2020-06,T01:85 (Aged 25-34 - All : All People ),7564900
England,2020-06,T01:103 (Aged 25-34 - Inactive : All People ),931400
England,2020-06,T01:106 (Aged 35-49 - All : All People ),10796200
England,2020-06,T01:124 (Aged 35-49 - Inactive : All People ),1327700
England,2020-06,T01:127 (Aged 50+ - All : All People ),20769200
England,2020-06,T01:145 (Aged 50+ - Inactive : All People ),11642400
England,2020-06,T01:148 (Aged 50-64 - All : All People ),10698000
England,2020-06,T01:166 (Aged 50-64 - Inactive : All People ),2693500
Wales,2020-06,T01:22 (Aged 16-64 - All : All People ),1909400
Wales,2020-06,T01:40 (Aged 16-64 - Inactive : All People ),447600
Wales,2020-06,T01:43 (Aged 16-19 - All : All People ),135200
Wales,2020-06,T01:61 (Aged 16-19 - Inactive : All People ),73100
Wales,2020-06,T01:64 (Aged 20-24 - All : All People ),203300
Wales,2020-06,T01:82 (Aged 20-24 - Inactive : All People ),65000
Wales,2020-06,T01:85 (Aged 25-34 - All : All People ),398800
Wales,2020-06,T01:103 (Aged 25-34 - Inactive : All People ),55200
Wales,2020-06,T01:106 (Aged 35-49 - All : All People ),546500
Wales,2020-06,T01:124 (Aged 35-49 - Inactive : All People ),73100
Wales,2020-06,T01:127 (Aged 50+ - All : All People ),1269500
Wales,2020-06,T01:145 (Aged 50+ - Inactive : All People ),760000
Wales,2020-06,T01:148 (Aged 50-64 - All : All People ),625700
Wales,2020-06,T01:166 (Aged 50-64 - Inactive : All People ),181300
Scotland,2020-06,T01:22 (Aged 16-64 - All : All People ),3440600
Scotland,2020-06,T01:40 (Aged 16-64 - Inactive : All People ),794600
Scotland,2020-06,T01:43 (Aged 16-19 - All : All People ),220400
Scotland,2020-06,T01:61 (Aged 16-19 - Inactive : All People ),129900
Scotland,2020-06,T01:64 (Aged 20-24 - All : All People ),341000
Scotland,2020-06,T01:82 (Aged 20-24 - Inactive : All People ),101700
Scotland,2020-06,T01:85 (Aged 25-34 - All : All People ),745000
Scotland,2020-06,T01:103 (Aged 25-34 - Inactive : All People ),105600
Scotland,2020-06,T01:106 (Aged 35-49 - All : All People ),1012300
Scotland,2020-06,T01:124 (Aged 35-49 - Inactive : All People ),147100
Scotland,2020-06,T01:127 (Aged 50+ - All : All People ),2155500
Scotland,2020-06,T01:145 (Aged 50+ - Inactive : All People ),1250800
