name,latitude,longitude,capacity_mw,primary_fuel,fuel_category
Chilton Cantelo Solar Park,50.9945,-2.6027,5.0,Solar,Solar
Land Off Folly Lane,53.1061,-0.0199,5.0,Solar,Solar
Land North of the Wood at Averill Farm,53.1469,-1.3955,5.0,Solar,Solar
Land North of Sandhutton Lane,54.237,-1.3985,5.0,Solar,Solar
Cwm Derwyn Farm,51.4162,-3.3144,5.0,Solar,Solar
Land North of Chiltern Greeen,51.8617,-0.352,5.0,Solar,Solar
Land East of White Horse Lane,52.6051,1.3064,5.0,Solar,Solar
Land East of Lawn Lane,52.6405,-2.1418,5.0,Solar,Solar
Land off Moss Land (resubmission),53.8457,-2.7596,5.0,Solar,Solar
Land East Of Wadbrook Farm,50.8117,-2.959,5.0,Solar,Solar
Gib Lane Solar farm (Extension),51.8274,-0.7363,5.0,Solar,Solar
Land At Swanland Road,51.6966,-0.2221,5.0,Solar,Solar
Land off Moss Side Lane (resubmission),53.775,-2.9298,5.0,Solar,Solar
Land south of Brick Kiln Road,52.5526,1.2496,5.0,Solar,Solar
Land off Hooklands Lane,50.9524,-0.3855,5.0,Solar,Solar
Land at Wreay,54.8195,-2.8971,5.0,Solar,Solar
Chester Energy (East Woolley Farm),50.9235,-4.4863,5.0,Solar,Solar
Land South of Highfield House,54.1481,-1.2324,5.0,Solar,Solar
Wick Farm (Burnham on Crouch),51.6272,0.843,5.0,Solar,Solar
Land at Lostock Works (Northwich Facility),53.2638,-2.4824,5.0,Biomass,Biomass
Land at Meadow Farm,52.5173,-0.9199,5.0,Solar,Solar
Land at Biggin Lane,52.4451,-0.1326,5.0,Solar,Solar
Land at Newlands Farm,50.6278,-2.4948,5.0,Solar,Solar
Chelwood Solar Farm,51.3484,-2.5157,5.0,Solar,Solar
Land at Ash Row Farm,53.7968,-1.2174,5.0,Solar,Solar
Trefullock Solar Farm,50.3666,-4.9565,5.0,Solar,Solar
Land at Oldstone Farm,50.3515,-3.6621,5.0,Solar,Solar
Cherry Tree Farm,53.2373,-1.3425,5.0,Solar,Solar
Land at Pollington Airfield,53.6735,-1.0666,5.0,Solar,Solar
Land West Side of Axe and Cleaver Lane,51.2921,-2.2118,5.0,Solar,Solar
Land West Of Hunger Hill Farm,54.5069,-1.4851,5.0,Solar,Solar
Land at Stalbridge Park,50.9724,-2.3816,5.0,Solar,Solar
Land at Sutor Farm,51.0357,-2.3917,5.0,Solar,Solar
Land at Tangmere Airfield,50.8481,-0.7019,5.0,Solar,Solar
Land To The East Of Back Lane,53.2267,-1.3743,5.0,Solar,Solar
Land South of Pogmore Spinney,52.4985,-1.5989,5.0,Solar,Solar
Land at Woodhouse Farm,54.535,-1.0758,5.0,Solar,Solar
Land At Guston Court Farm,51.1487,1.3283,5.0,Solar,Solar
Carlam Hill Education CIC,53.8085,-0.3158,5.0,Solar,Solar
Wickfield Farm,51.5415,-1.8708,5.0,Solar,Solar
Land At Cwm Bargoed,51.7461,-3.3172,5.0,Solar,Solar
Llancadle Farm,51.4066,-3.3862,5.0,Solar,Solar
Wilbees Farm (resubmission),50.8404,0.1907,5.0,Solar,Solar
Foyers Falls,57.2461,-4.4901,5.0,Hydro,Hydro
Glasgow Renewable Energy and Recycling Centre (Waste AD),55.834,-4.2447,5.0,Biomass,Biomass
Avonmouth Port II,51.5383,-2.6739,5.0,Wind,Wind
Kinmel 2 CIC,53.2868,-3.5252,5.0,Solar,Solar
Kinmel 1 CIC,53.2868,-3.5252,5.0,Solar,Solar
Kingspan Insulation Solar Installation,53.7944,-1.2259,5.0,Solar,Solar
Knottingley A,53.7028,-1.2423,5.0,Solar,Solar
Foxcombe Farm Solar Park,50.8024,-4.2937,5.0,Solar,Solar
Thorne Colliery,53.635,-0.935,5.0,Solar,Solar
Kingmoor Park,54.9302,-2.972,5.0,Solar,Solar
Awre,51.77,-2.447,5.0,Solar,Solar
Ayshford Court Farm,50.9319,-3.3459,5.0,Solar,Solar
Thompson House Equestrian farm,53.5976,-2.684,5.0,Solar,Solar
Kinegar Quarry (resubmission),55.9348,-2.3637,5.0,Wind,Wind
Carlton Farm Solar farm,52.8048,1.3987,5.0,Solar,Solar
Lower Bodiniel Farm,50.48,-4.7383,5.0,Solar,Solar
Kingsland Barton Solar Farm (resubmission),51.0181,-3.865,5.0,Solar,Solar
Chittering Solar Farm,52.3181,0.2211,5.0,Solar,Solar
Littlewood Lane Solar,53.1812,-1.2038,5.0,Solar,Solar
Frog's Loke Solar Farm,52.7984,1.3979,5.0,Solar,Solar
Langage Solar Farm,50.3891,-4.0089,5.0,Solar,Solar
Land At Chiddinglye Farm,50.9985,-0.067,5.0,Solar,Solar
Land At Bake Farm,50.4018,-4.3562,5.0,Solar,Solar
Land At  Actrees Farm,51.6815,-2.4194,5.0,Solar,Solar
Tower Hayes Farm,52.6852,-1.3175,5.0,Solar,Solar
Chapel Farm,51.613,-1.8167,5.0,Solar,Solar
Land Adjacent Claypits Farm (a),51.8433,0.805,5.0,Solar,Solar
Lawrence End Park,51.8733,-0.3578,5.0,Solar,Solar
Widehurst Farm,51.1593,0.5089,5.0,Solar,Solar
Lee Farm,50.6925,-1.4491,5.0,Solar,Solar
Liddeston Ridge Solar Park (Milford Haven),51.7184,-5.0439,5.0,Solar,Solar
Lake Farm,51.4982,-2.0907,5.0,Solar,Solar
Tonedale Farm,50.9798,-3.248,5.0,Solar,Solar
Lindridge Farm,52.6427,-1.3116,5.0,Solar,Solar
Lains Farm,51.1987,-1.6116,5.0,Solar,Solar
Yorkley Solar Park,51.7459,-2.5356,5.0,Solar,Solar
Causilgey Solar Farm,50.2863,-5.1209,5.0,Solar,Solar
Averhill Farm,53.1481,-1.387,5.0,Solar,Solar
Frying Down Copse Solar Farm,51.2142,-1.0694,5.0,Solar,Solar
Land At Debdale Lane,53.1602,-1.2161,5.0,Solar,Solar
Kingston Farm,51.3466,-2.2442,5.0,Solar,Solar
House O'Hill,57.6219,-2.0425,5.0,Wind,Wind
Winsdon Farm,50.698,-4.4494,5.0,Solar,Solar
Handley Park - resubmission,52.1079,-1.0207,5.0,Solar,Solar
Blackwell Grange Solar Farm,52.0879,-1.6673,5.0,Solar,Solar
Easingwold,54.1482,-1.2324,5.0,Solar,Solar
Westfield Farm,53.8726,-2.7654,5.0,Solar,Solar
Southern Counties Shooting Ground Phase 2 (resubmission),50.822,-2.5562,5.0,Solar,Solar
Southbrook Solar Farm,51.5873,-2.7227,5.0,Solar,Solar
Rock Farm / Goldborough Farm (Rookwood),51.5196,-1.8807,5.0,Solar,Solar
South of Henley Hall,52.3809,-2.6753,5.0,Solar,Solar
Rookery Business Park,52.5353,1.0661,5.0,Solar,Solar
Rosedew Farm,51.3976,-3.4707,5.0,Solar,Solar
Hall Farm Solar Farm (Newbold Verdon),52.6303,-1.3482,5.0,Solar,Solar
Cross Roads Plantation,50.9069,-1.8404,5.0,Solar,Solar
Rotherdale Farm,52.1525,-2.0465,5.0,Solar,Solar
Royston Solar Farm (Phase 1) (a),52.065,-0.0223,5.0,Solar,Solar
Binsted,50.8338,-0.6061,5.0,Solar,Solar
Bilsthorpe (Land off Forest Lane),53.1271,-1.042,5.0,Solar,Solar
Haigh Hall Solar Farm (Resubmission),53.7119,-1.5715,5.0,Solar,Solar
Ring O Bells Farm,51.489,-2.3961,5.0,Solar,Solar
Rushmoor Lane Farm (Cheshire Coppice),52.7272,-2.5528,5.0,Solar,Solar
Rigged Hill,55.0219,-6.8198,5.0,Wind,Wind
East Langford Farm,50.8701,-4.4271,5.0,Solar,Solar
Warleigh Barton Solar Farm,50.4344,-4.1618,5.0,Solar,Solar
Bommertown Solar Farm,51.0189,-3.6846,5.0,Solar,Solar
Heathlands,54.9444,-2.9786,5.0,Solar,Solar
Ebnal Lodge (resubmission),52.9001,-3.0152,5.0,Solar,Solar
Ebbsfleet Solar Farm,51.3105,1.3389,5.0,Solar,Solar
Bolsovermoor Quarry,53.2398,-1.2544,5.0,Solar,Solar
Worsted Farm,51.1245,0.0155,5.0,Solar,Solar
Pylle Southern solar park (Lower Easton Farm),51.1463,-2.5395,5.0,Solar,Solar
Rampisham North,50.8099,-2.6388,5.0,Solar,Solar
Bodden,19.2905,-81.2453,5.0,Solar,Solar
Crossways Solar Park,50.7,-2.3243,5.0,Solar,Solar
Barugh Farm,54.1751,-1.4955,5.0,Solar,Solar
Springhill Solar Park (Northwick),52.0188,-1.8025,5.0,Solar,Solar
Barvills Solar Farm (resubmission),51.4721,0.4234,5.0,Solar,Solar
Ravens Close,54.1308,-2.552,5.0,Solar,Solar
Basin Bridge Farm,52.5614,-1.4184,5.0,Solar,Solar
Redhall Industrial Estate,53.6967,-0.0637,5.0,Solar,Solar
Sowerby Lodge Farm,54.1389,-3.2399,5.0,Solar,Solar
Ryder Point Quarry Wind Turbines,53.0916,-1.6214,5.0,Wind,Wind
Solutia,51.5666,-2.9626,5.0,Wind,Wind
Solar Farm at Fields Farm (Phase 1),52.2449,-1.4102,5.0,Solar,Solar
Dunore,54.681,-6.231,5.0,Solar,Solar
Sedbury Park,51.639,-2.6551,5.0,Solar,Solar
Bent Spur Solar Farm,53.5331,-2.376,5.0,Solar,Solar
Shacks Barn Solar Farm,52.1021,-1.0049,5.0,Solar,Solar
West Strathore Solar Limited,56.1648,-3.151,5.0,Solar,Solar
Green Farm (resubmission),51.9119,1.1535,5.0,Solar,Solar
Green Croft Solar Farm,54.8476,-1.7367,5.0,Solar,Solar
Greaves Solar Farm,54.2859,-2.6851,5.0,Solar,Solar
West Venn Solar Farm (resubmission),50.7544,-4.2994,5.0,Solar,Solar
West Woodlands,51.1948,-2.3184,5.0,Solar,Solar
Great Seabrook Farm,51.8502,-0.6484,5.0,Solar,Solar
Granox Biogas Plant,53.3525,-2.7467,5.0,Biomass,Biomass
Shortheath Solar Park,52.7305,-1.5524,5.0,Solar,Solar
Short Hazel Solar Farm,52.7755,-1.5111,5.0,Solar,Solar
Sherburn,54.1793,-0.525,5.0,Solar,Solar
Granville Road Solar Farm,52.7091,-2.4123,5.0,Solar,Solar
Sheriffhales,52.7067,-2.3689,5.0,Solar,Solar
Bentley Estate 2,53.105,-2.4728,5.0,Solar,Solar
Site To North East Of  Lochcraigs Farm,55.6575,-4.7432,5.0,Solar,Solar
Creswell Solar Park (resubmission),53.2558,-1.2074,5.0,Solar,Solar
Cressing Solar Farm (Phase 1),51.8408,0.6011,5.0,Solar,Solar
Andover Solar Farm,51.2112,-1.5364,5.0,Solar,Solar
Safeguard Bradwall,53.1589,-2.3824,5.0,Solar,Solar
Hadley Farm,52.9609,-2.7241,5.0,Solar,Solar
Eaglescliffe Solar Farm,54.5409,-1.3552,5.0,Solar,Solar
Salford Lodge,52.1567,-1.9314,5.0,Solar,Solar
Gypsom Solar Farm,52.7397,-1.1161,5.0,Solar,Solar
Biglis Farm,51.4233,-3.2395,5.0,Solar,Solar
West Ditchen Farm (resubmission),50.7238,-4.4054,5.0,Solar,Solar
NOTTINGTON LANE SOLAR FARM,50.6433,-2.5063,5.0,Solar,Solar
Salhouse Solar Farm,52.6887,1.4,5.0,Solar,Solar
Smith Hall Farm Solar Park,53.0124,-1.6025,5.0,Solar,Solar
Betty Hill,58.5356,-4.1947,5.0,Wind,Wind
Grove Solar Park (Phase 1),50.9636,-1.479,5.0,Solar,Solar
Bessy Bell 1,54.704,-7.4405,5.0,Wind,Wind
Slieve Rushen Phase 1 Wind Farm,54.1903,-7.6284,5.0,Wind,Wind
Saxley Farm,51.161,-1.5363,5.0,Solar,Solar
School Aycliffe,54.6077,-1.5968,5.0,Solar,Solar
Berthlwyd Farm,51.5834,-3.3322,5.0,Solar,Solar
Bidwell Solar Farm - resubmission,50.4391,-3.7313,5.0,Solar,Solar
Pressock Farm,56.635,-2.7043,5.0,Solar,Solar
Drakelow Solar Farm,52.7742,-1.6535,5.0,Solar,Solar
Port of Barry (Resubmission) - Site 2,51.3962,-3.2543,5.0,Solar,Solar
Desford Solar Farm,52.64,-1.2586,5.0,Solar,Solar
Stragglethorpe,52.9264,-1.0508,5.0,Solar,Solar
North Tenement,51.7771,-4.9882,5.0,Solar,Solar
North Wayton Farm,50.442,-4.217,5.0,Solar,Solar
Witches Solar Farm,51.9733,-2.6747,5.0,Solar,Solar
Northmoor,50.751,-4.4506,5.0,Solar,Solar
Oakfield Farm,53.7719,-2.8103,5.0,Solar,Solar
Holtwood Farm,52.8882,-1.8077,5.0,Solar,Solar
Oaklands Plantation,50.7055,-2.1436,5.0,Solar,Solar
Stoneshill Farm (resubmission),50.8783,-3.3846,5.0,Solar,Solar
Holly Farm Solar Park,50.688,-2.3171,5.0,Solar,Solar
Stonepit Farm,52.1339,-0.8471,5.0,Solar,Solar
Colpmans Farm,52.4056,-0.5611,5.0,Solar,Solar
Oulton Airfield Solar Farm (Phase 1),52.7975,1.1839,5.0,Solar,Solar
Outwood Farm (Phase 1),51.6219,0.4467,5.0,Solar,Solar
Oving Solar Farm,50.8373,-0.7054,5.0,Solar,Solar
Owenreagh Wind Farm,54.8097,-7.339,5.0,Wind,Wind
Cold Harbour,54.1698,-1.3156,5.0,Solar,Solar
Potters Bar Solar Farm,51.7091,-0.2051,5.0,Solar,Solar
Strettington Solar Farm,50.8571,-0.7298,5.0,Solar,Solar
Ninnis Farm Solar,50.3197,-4.8354,5.0,Solar,Solar
Nanthenfoel Farms,52.1511,-4.1352,5.0,Solar,Solar
Burgar Hill,59.1176,-3.1492,5.0,Wind,Wind
Sudforth Lane (Kellingley Solar Farm),53.7028,-1.2009,5.0,Solar,Solar
Hurst Farm,51.7286,-2.5074,5.0,Solar,Solar
Bunn's Hill Solar Park,52.7984,1.3979,5.0,Solar,Solar
Bumpers Farm Phase 1,51.7483,-0.8963,5.0,Solar,Solar
Derby Sewage Treatment Works,52.9081,-1.4131,5.0,Wind,Wind
Newlands Farm (East Devon),50.7726,-2.951,5.0,Solar,Solar
Cobbs Cross Solar Park,51.1124,-3.0371,5.0,Solar,Solar
Newlands Farm Solar Park,50.8313,-1.1961,5.0,Solar,Solar
Fambridge Road/Canewdon Road,51.6202,0.6974,5.0,Solar,Solar
Humphrey Group,52.3367,1.1266,5.0,Wind,Wind
Brynwhilach solar park,51.6866,-3.9582,5.0,Solar,Solar
Newton Down,51.5022,-3.669,5.0,Wind,Wind
Newton Downs Farm,50.3264,-4.0303,5.0,Solar,Solar
Howton,50.4424,-4.282,5.0,Solar,Solar
Land at Gilley's Mill Dam,50.3942,-4.8455,5.0,Solar,Solar
Upper Wick Solar Farm,51.6668,-2.4082,5.0,Solar,Solar
Aller Court Farm Solar Park,51.0576,-2.8652,5.0,Solar,Solar
Owls Lodge Farm Extension,51.1876,-1.3674,5.0,Solar,Solar
PARK WOOD SOLAR FARM,51.1052,-2.6728,5.0,Solar,Solar
Woolbridge Solar Park,50.6886,-2.2235,5.0,Solar,Solar
Pensipple Farm,50.4073,-4.4518,5.0,Solar,Solar
Penycae Solar Farm,52.9888,-3.0596,5.0,Solar,Solar
St Helen's Lane,54.6741,-3.5263,5.0,Solar,Solar
Peterlee Solar Farm,54.7752,-1.3655,5.0,Solar,Solar
Eggington,51.9245,-0.6115,5.0,Solar,Solar
Corby Knowe,54.7902,-6.1778,5.0,Wind,Wind
Pilsworth Landfill Site,53.5771,-2.2699,5.0,Storage,Storage
Dolmans Hill (Redbridge Farm) Solar Arrays,50.7504,-2.1031,5.0,Solar,Solar
Corkey,55.0436,-6.2873,5.0,Wind,Wind
Pollington Solar Farm,53.6821,-1.0867,5.0,Solar,Solar
High Dyke (Mill Farm),52.8826,-0.5994,5.0,Solar,Solar
Polmaugan Farm,50.4295,-4.6633,5.0,Solar,Solar
Westmill Farm - PV,51.6188,-1.644,5.0,Solar,Solar
Bourne Park (Solar),50.7779,-2.3943,5.0,Solar,Solar
Hewas Solar Farm,50.3414,-4.9303,5.0,Solar,Solar
Popehill Farm,51.7737,-4.9877,5.0,Solar,Solar
British Sugar - Bury,52.2543,0.727,5.0,Biomass,Biomass
Higher Tregarne Solar Farm,50.1217,-5.1351,5.0,Solar,Solar
Cooper House Farm,53.7664,-2.8762,5.0,Solar,Solar
Highwood Lane,50.99,-1.5059,5.0,Solar,Solar
Walland Farm,50.9758,-4.3468,5.0,Solar,Solar
Arla Dairy Site,51.8206,-0.7382,5.0,Biomass,Biomass
Woodhouse Fields Farm,52.9491,-1.8698,5.0,Solar,Solar
Padleywood Farm,53.1481,-1.387,5.0,Solar,Solar
Pant-Y-Moch Farm,51.5998,-3.7646,5.0,Solar,Solar
Parc Cynog,51.7592,-4.5337,5.0,Solar,Solar
Park Wall Solar Park,51.1195,-2.971,5.0,Solar,Solar
Elliot's Hill,54.7389,-6.119,5.0,Wind,Wind
Bratton Fleming Solar Farm,51.1252,-3.9249,5.0,Solar,Solar
Land at Five Oaks Farm,51.0463,-0.4342,5.0,Solar,Solar
Elton solar farm,52.9481,-0.8477,5.0,Solar,Solar
Bransholme Solar CIC,53.8085,-0.3158,5.0,Solar,Solar
Hill Hall Farm,51.9634,0.4035,5.0,Solar,Solar
Stantway Solar Farm,51.8212,-2.3998,5.0,Solar,Solar
Stanton solar park,51.6183,-1.7514,5.0,Solar,Solar
Hill Farm,51.9621,-1.3333,5.0,Solar,Solar
Parkhill Solar Farm,56.6038,-2.586,5.0,Solar,Solar
Shelswell,51.974,-1.116,5.06,Solar,Solar
Little Neath,51.662,-5.01,5.1,Solar,Solar
Owenreagh Extension,54.8066,-7.3341,5.1,Wind,Wind
Brookhurst Wood Gas to Energy,51.1023,-0.326,5.1,Waste,Biomass
Pogbie Wind Farm 1,55.8218,-2.833,5.1,Wind,Wind
Dean Group Business Park - Hartlepool,54.6477,-1.2058,5.1,Biomass,Biomass
Imperial Park,54.5822,-1.185,5.1,Biomass,Biomass
Tullynaskeagh,54.303,-5.625,5.1,Solar,Solar
Hall Farm,52.0529,-1.1533,5.1,Solar,Solar
Jaguar,52.6353,-2.1434,5.1,Solar,Solar
High Hedley II,54.7637,-1.7575,5.2,Wind,Wind
Hatchlands Farm,50.4236,-3.7849,5.2,Solar,Solar
Hardingham Solar Farm - extension,52.6032,1.0304,5.2,Solar,Solar
Connon Bridge Landfill Gas Project,50.4344,-4.55,5.2,Waste,Biomass
Southern Law,54.7222,-1.4349,5.2,Wind,Wind
Clochnahill Wind Farm,56.9335,-2.2906,5.2,Wind,Wind
Hill of Lybster (Extension),58.6024,-3.6881,5.2,Wind,Wind
Forss Extension,58.5927,-3.5259,5.2,Wind,Wind
Skelton Grange Landfill,53.7705,-1.4462,5.2,Waste,Biomass
Trimdon,54.7204,-1.4426,5.2,Wind,Wind
Beaford Brook Solar Park,50.9217,-4.0387,5.2,Solar,Solar
Tavells Lane Solar Farm,50.8941,-1.4585,5.3,Solar,Solar
Tooleys Farm,51.885,0.3944,5.3,Solar,Solar
Abbey Fields Farm,51.3187,0.9029,5.3,Solar,Solar
Warrington Home Solar Scheme,53.3873,-2.6029,5.3,Solar,Solar
Wogaston Solar Farm,51.6685,-5.0209,5.3,Solar,Solar
ROOKERY FARM SOLAR FARM,52.3184,-0.3831,5.3,Solar,Solar
Whitehead Landfill,53.4918,-2.4491,5.3,Waste,Biomass
LITTLE TREVEASE SOLAR PARK,50.1421,-5.1935,5.3,Solar,Solar
Bradford Solar Park,50.7807,-4.4415,5.3,Solar,Solar
Oldside Wind Farm,54.6596,-3.5564,5.4,Wind,Wind
NI Cluster Lough Road,54.5584,-6.1909,5.4,Solar,Solar
Sutton Montis Road Solar Park / Sutton Bridge Solar Farm,51.0133,-2.5647,5.4,Solar,Solar
Dillington,50.944,-2.893,5.4,Solar,Solar
Barley Wood Farm Lane (Gaston Lane - resubmission),51.1147,-0.9782,5.4,Solar,Solar
Shipton Bellinger - Park House Corner Solar Farm,51.1947,-1.666,5.4,Solar,Solar
Wrexham Social Housing PV,53.0409,-2.9899,5.4,Solar,Solar
Crapnell Farm Solar Farm,51.2091,-2.5784,5.4,Solar,Solar
Dyffryn Brodyn,51.9112,-4.5907,5.4,Wind,Wind
Salcey Farm,52.1466,-0.7565,5.46,Solar,Solar
Cardiff Waste Water Treatment,51.4855,-3.1464,5.5,Waste,Biomass
Marsh House Solar Park,51.2056,-0.8486,5.5,Solar,Solar
High Volts RO,54.6936,-1.3003,5.5,Wind,Wind
Bodwen Solar Park,50.4115,-4.7786,5.5,Solar,Solar
Masons Power Plant Landfill Scheme,52.1089,1.0813,5.5,Waste,Biomass
Diageo Biomass Energy Project,56.1897,-3.0559,5.5,Biomass,Biomass
Huntspill Level Solar Park,51.1943,-2.962,5.5,Solar,Solar
Pentre farm,51.7587,-4.1224,5.5,Solar,Solar
Bulls Head North,52.1542,-0.8107,5.51,Solar,Solar
Birch Airfield,51.837,0.7886,5.6,Solar,Solar
Trysglwyn,53.3748,-4.3465,5.6,Wind,Wind
Sutton Courtenay Landfill Scheme,51.6317,-1.2674,5.6,Waste,Biomass
Acharn Forest Killin Biomass Plant,56.4529,-4.3342,5.6,Biomass,Biomass
Oak Grove Farm,51.6107,-2.7209,5.7,Solar,Solar
Torrance Farm Wind Park Extension,55.8766,-3.7452,5.7,Wind,Wind
Crossness Sewage Works,51.5022,0.1421,5.7,Waste,Biomass
Bilsthorpe,53.142,-1.0252,5.74,Solar,Solar
Gedling,52.9902,-1.083,5.74,Solar,Solar
Limes Farm Wickham Solar,52.7739,-0.3186,5.76,Solar,Solar
Beckton STW Enhanced Sludge Digestion,51.5256,0.0799,5.8,Waste,Biomass
Land of Green Lane,52.8755,-1.781,5.8,Solar,Solar
Tredinnick Fields,50.4067,-4.7582,5.8,Solar,Solar
Moss Thorn Farm,54.6678,-2.7983,5.8,Solar,Solar
Grange Farm,50.711,-4.4233,5.8,Solar,Solar
Mogden STW,51.4643,-0.3402,5.8,Waste,Biomass
Taplins Farm solar park,51.2885,-0.8835,5.9,Solar,Solar
Crundale / Fenton Home Farm (extension),51.8236,-4.9284,5.9,Solar,Solar
Risley '4' Landfill Scheme,53.4372,-2.5057,5.9,Waste,Biomass
289 Finvoy Road,54.9638,-6.493,5.9,Solar,Solar
Lendrum's Bridge,54.3927,-7.1834,5.9,Wind,Wind
North East of Ainderby Steeple,54.3236,-1.4877,5.9,Solar,Solar
Land South Of Bryn Cyrnau Isaf (resubmission),51.8338,-4.2807,5.9,Solar,Solar
NI Cluster Moira Road,54.6077,-6.1899,5.94,Solar,Solar
Holwell Hill,51.1983,-2.384,6.0,Solar,Solar
Tangy Wind Farm Extension/Tangy 2,55.4786,-5.5305,6.0,Wind,Wind
Cleveland Potash,54.5561,-0.8216,6.0,Storage,Storage
Ranson Moor (phase 1),52.5127,0.0314,6.0,Wind,Wind
Rhewl Farm,51.634,-2.7312,6.0,Solar,Solar
Gowy Landfill Site  Cheshire (Extension),53.2376,-2.8315,6.0,Waste,Biomass
Decoy Farm House Solar Modules,50.8291,-0.692,6.0,Solar,Solar
Hameldon Hill Extension,53.771,-2.3062,6.0,Wind,Wind
AMBLESTON SOLAR PANELS,51.8992,-4.8665,6.0,Solar,Solar
South Kirkby Business Park (Waste AD),53.6027,-1.3407,6.0,Biomass,Biomass
Carcant Wind Farm,55.7648,-3.0176,6.0,Wind,Wind
Whitton Mawr,51.4413,-3.324,6.0,Solar,Solar
Whites Landfill Site (Canford),50.7681,-1.9588,6.0,Waste,Biomass
Lochhead,55.6959,-3.9823,6.0,Wind,Wind
Loch Gair,56.0696,-5.3294,6.0,Hydro,Hydro
Llynfi Afan Renewable Energy Park,51.6427,-3.6147,6.0,Wind,Wind
Srondoire Community Wind Farm,55.9341,-5.4805,6.0,Wind,Wind
Hazlehead,53.5316,-1.7312,6.0,Wind,Wind
Inner Sound Phase 1A (MeyGen),58.7418,-3.116,6.0,Wave and Tidal,Other
Drapers Farm Solar Park,51.8562,0.4983,6.0,Solar,Solar
Ardrossan Extension,55.6439,-4.8061,6.0,Wind,Wind
Land at East Farm - extension,51.1751,-2.011,6.0,Solar,Solar
Pen-Y-Fan A,51.7008,-3.1691,6.0,Solar,Solar
Howdon STW,55.0074,-1.4319,6.0,Waste,Biomass
Crown Farm,52.6637,-1.369,6.0,Solar,Solar
Tregassow Farm - Solar Modules,50.3069,-5.0152,6.0,Solar,Solar
Bowmore,56.1833,-2.5667,6.0,Oil,Oil
St Fergus Moss Wind Farm,57.572,-1.9111,6.0,Wind,Wind
Nancrossa Farm solar park,50.1601,-5.1833,6.0,Solar,Solar
Sutton Courtney,51.6334,-1.2544,6.0,Waste,Biomass
Ballyboley Solar (Carrowdore),54.5716,-5.5692,6.0,Solar,Solar
Poplars Anaerobic Digestion Facility (Waste AD),52.6841,-2.01,6.0,Biomass,Biomass
Dorking Battery Energy Storage System,51.2304,-0.3548,6.0,Storage,Storage
Winscales Moor,54.6423,-3.4968,6.0,Wind,Wind
Boundary Lane,54.8478,-1.9282,6.0,Wind,Wind
Grange Farm,50.7131,-1.26,6.0,Solar,Solar
Stonebyres,55.6667,-3.85,6.0,Hydro,Hydro
Rhyd-y-Pandy Solar Farm,51.6965,-3.9394,6.0,Solar,Solar
Avonmouth Port,51.5166,-2.7027,6.0,Wind,Wind
Seamer Windfarm - Stockton on Tees,54.4942,-1.2585,6.0,Wind,Wind
Blenches Mill Solar Park,51.2746,-2.1899,6.08,Solar,Solar
GDL Wymeswold Solar Farm/land off the A6006,52.8095,-1.0875,6.1,Solar,Solar
East Midlands Distribution Centre,52.8505,-1.3576,6.1,Solar,Solar
Reaches Farm Solar Park,52.5594,0.5641,6.1,Solar,Solar
Yerbeston Gate Farm,51.7473,-4.7945,6.1,Solar,Solar
Race farm,50.7482,-2.0614,6.1,Solar,Solar
Rew Farm Solar Farm,50.4189,-4.6895,6.1,Solar,Solar
Flimby,54.6871,-3.514,6.15,Wind,Wind
Langunnett,50.3913,-4.596,6.17,Solar,Solar
Common Barn Wind Farm,52.2773,-0.2877,6.2,Wind,Wind
Thorne Farm,51.3386,1.3476,6.2,Solar,Solar
Achairn,58.4385,-3.2015,6.2,Wind,Wind
Golden Hill,51.6849,-4.9078,6.2,Solar,Solar
Westnewton,54.7795,-3.3463,6.2,Wind,Wind
Land east of Littledown Business Park,51.0195,-2.1882,6.2,Solar,Solar
Arna Wood Solar,54.0223,-2.8228,6.2,Solar,Solar
Redlands Farm,51.1129,-2.8192,6.2,Solar,Solar
Morton House (Marchington),52.8738,-1.7764,6.2,Solar,Solar
Burnthouse Farm,52.5373,-0.0337,6.21,Wind,Wind
South Sharpley Wind Farm,54.8404,-1.4022,6.23,Wind,Wind
SPD 4 Gelliwern,51.7,-3.9928,6.24,Solar,Solar
Four Burrows,50.29,-5.146,6.3,Solar,Solar
Chalcroft Solar Park,50.9494,-1.3079,6.3,Solar,Solar
Manor Farm (Wiltshire) - resubmission,51.4095,-2.2189,6.3,Solar,Solar
Four Burrows Farm  (Extension 2),50.2917,-5.1392,6.3,Solar,Solar
Marley Thatch Solar Farm,50.4248,-3.8093,6.3,Solar,Solar
Saron,51.7953,-4.0184,6.33,Solar,Solar
QE2 Reservoir,51.3897,-0.3096,6.34,Solar,Solar
Millour Hill Community Windfarm (Extension) resubmission,55.7358,-4.7809,6.4,Wind,Wind
Crugmore Farm,52.0918,-4.6206,6.4,Solar,Solar
Redbridge Road,50.694,-2.313,6.4,Solar,Solar
Ark Hill,56.5709,-3.0481,6.4,Wind,Wind
Solar farm at land at The Willows  Uttoxeter,52.896,-1.8403,6.4,Solar,Solar
Horsacott Farm Solar Park,51.0642,-4.1088,6.4,Solar,Solar
Land between Orton Park Farm,54.8753,-2.9876,6.4,Solar,Solar
Penrhys Wind Farm/Ferndale Power Factory,51.6511,-3.4512,6.4,Wind,Wind
Callington Solar Farm,50.5072,-4.326,6.4,Solar,Solar
