index,label
S0102PR_C01_042E,Total!!VETERAN STATUS!!Civilian population 18 years and over!!Civilian veteran
S0504_C04_095E,"Foreign born; Born in Oceania!!EARNINGS IN THE PAST 12 MONTHS (IN 2022 INFLATION-ADJUSTED DOLLARS) FOR FULL-TIME, YEAR-ROUND WORKERS!!Population 16 years and over with earnings!!Median earnings (dollars) for full-time, year-round workers:!!Male"
S0103_C01_076E,Total!!INCOME IN THE PAST 12 MONTHS (IN 2022 INFLATION-ADJUSTED DOLLARS)!!Households!!With Social Security income!!Mean Social Security income (dollars)
S1601_C04_003E,"Percent speak English only or speak English ""very well""!!Percent of specified language speakers!!Population 5 years and over!!Speak a language other than English"
S1601_C04_002E,"Percent speak English only or speak English ""very well""!!Percent of specified language speakers!!Population 5 years and over!!Speak only English"
S0504_C04_090E,"Foreign born; Born in Oceania!!EARNINGS IN THE PAST 12 MONTHS (IN 2022 INFLATION-ADJUSTED DOLLARS) FOR FULL-TIME, YEAR-ROUND WORKERS!!Population 16 years and over with earnings!!$15,000 to $24,999"
S1601_C04_001E,"Percent speak English only or speak English ""very well""!!Percent of specified language speakers!!Population 5 years and over"
S1502_C04_020E,Percent Male!!Total population 25 years and over with a Bachelor's degree or higher!!DETAILED AGE!!65 years and over!!Science and Engineering
S0504_C04_091E,"Foreign born; Born in Oceania!!EARNINGS IN THE PAST 12 MONTHS (IN 2022 INFLATION-ADJUSTED DOLLARS) FOR FULL-TIME, YEAR-ROUND WORKERS!!Population 16 years and over with earnings!!$25,000 to $34,999"
S1502_C04_021E,Percent Male!!Total population 25 years and over with a Bachelor's degree or higher!!DETAILED AGE!!65 years and over!!Science and Engineering Related Fields
S0102PR_C01_047E,Total!!RESIDENCE 1 YEAR AGO!!Population 1 year and over!!Same house
S0502_C03_061E,Foreign born; Entered 2000 to 2009!!EMPLOYMENT STATUS!!Population 16 years and over!!In labor force!!Civilian labor force!!Unemployed
S0103_C01_071E,Total!!EMPLOYMENT STATUS!!Civilian population 16 years and over!!Not in labor force
S0102PR_C01_048E,Total!!RESIDENCE 1 YEAR AGO!!Population 1 year and over!!Different house in Puerto Rico or the United States
S0502_C03_062E,Foreign born; Entered 2000 to 2009!!EMPLOYMENT STATUS!!Population 16 years and over!!In labor force!!Civilian labor force!!Unemployed!!Percent of civilian labor force
S0103_C01_070E,Total!!EMPLOYMENT STATUS!!Civilian population 16 years and over!!In labor force!!Unemployed!!Percent of civilian labor force
S2703_C02_020E,Private Coverage!!Civilian noninstitutionalized population!!PRIVATE HEALTH INSURANCE ALONE OR IN COMBINATION!!26 to 34 years
S0102PR_C01_049E,Total!!RESIDENCE 1 YEAR AGO!!Population 1 year and over!!Different house in Puerto Rico or the United States!!In Puerto Rico
S1702_C05_050E,"Total!!Female householder, no spouse present!!Families!!ALL FAMILIES WITH INCOME BELOW THE FOLLOWING POVERTY RATIOS!!500 percent of poverty level"
S0502_C03_060E,Foreign born; Entered 2000 to 2009!!EMPLOYMENT STATUS!!Population 16 years and over!!In labor force!!Civilian labor force!!Employed
S1702_C05_024E,"Total!!Female householder, no spouse present!!Families!!NUMBER OF RELATED CHILDREN OF THE HOUSEHOLDER UNDER 18 YEARS!!No child"
S1702_C05_023E,"Total!!Female householder, no spouse present!!Families!!EDUCATIONAL ATTAINMENT OF HOUSEHOLDER!!Bachelor's degree or higher"
S0503_C01_071E,Total!!Civilian employed population 16 years and over!!OCCUPATION!!Sales and office occupations
S1702_C05_026E,"Total!!Female householder, no spouse present!!Families!!NUMBER OF RELATED CHILDREN OF THE HOUSEHOLDER UNDER 18 YEARS!!3 or 4 children"
S0505_C02_119E,Foreign born; Born in Asia!!POVERTY STATUS IN THE PAST 12 MONTHS!!POVERTY RATES FOR FAMILIES FOR WHOM POVERTY STATUS IS DETERMINED!!Married-couple family!!With related children of the householder under 18 years
S0503_C01_070E,Total!!Civilian employed population 16 years and over!!OCCUPATION!!Service occupations
S1702_C05_025E,"Total!!Female householder, no spouse present!!Families!!NUMBER OF RELATED CHILDREN OF THE HOUSEHOLDER UNDER 18 YEARS!!1 or 2 children"
S0505_C02_118E,Foreign born; Born in Asia!!POVERTY STATUS IN THE PAST 12 MONTHS!!POVERTY RATES FOR FAMILIES FOR WHOM POVERTY STATUS IS DETERMINED!!Married-couple family
S2413_C04_018E,"Women's earnings as a percentage of men's earning!!Civilian employed population 16 years and over with earnings!!Professional, scientific, and management, and administrative and waste management services:!!Management of companies and enterprises"
S0503_C01_073E,"Total!!Civilian employed population 16 years and over!!OCCUPATION!!Production, transportation, and material moving occupations"
S1702_C05_020E,"Total!!Female householder, no spouse present!!Families!!EDUCATIONAL ATTAINMENT OF HOUSEHOLDER!!Less than high school graduate"
S2503_C05_040E,"Renter-occupied housing units!!Occupied housing units!!MONTHLY HOUSING COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS!!$50,000 to $74,999!!30 percent or more"
S2413_C04_019E,"Women's earnings as a percentage of men's earning!!Civilian employed population 16 years and over with earnings!!Professional, scientific, and management, and administrative and waste management services:!!Administrative and support and waste management services"
S0503_C01_072E,"Total!!Civilian employed population 16 years and over!!OCCUPATION!!Natural resources, construction, and maintenance occupations"
S2503_C05_041E,"Renter-occupied housing units!!Occupied housing units!!MONTHLY HOUSING COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS!!$75,000 or more"
S0503_C01_075E,Total!!Civilian employed population 16 years and over!!INDUSTRY!!Construction
S1702_C05_022E,"Total!!Female householder, no spouse present!!Families!!EDUCATIONAL ATTAINMENT OF HOUSEHOLDER!!Some college, associate's degree"
S2503_C05_042E,"Renter-occupied housing units!!Occupied housing units!!MONTHLY HOUSING COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS!!$75,000 or more!!Less than 20 percent"
S0503_C01_074E,"Total!!Civilian employed population 16 years and over!!INDUSTRY!!Agriculture, forestry, fishing and hunting, and mining"
S1702_C05_021E,"Total!!Female householder, no spouse present!!Families!!EDUCATIONAL ATTAINMENT OF HOUSEHOLDER!!High school graduate (includes equivalency)"
S2503_C05_043E,"Renter-occupied housing units!!Occupied housing units!!MONTHLY HOUSING COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS!!$75,000 or more!!20 to 29 percent"
S0502_C03_025E,Foreign born; Entered 2000 to 2009!!Foreign-born population!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!Black or African American
S0503_C01_077E,Total!!Civilian employed population 16 years and over!!INDUSTRY!!Wholesale trade
S2503_C05_044E,"Renter-occupied housing units!!Occupied housing units!!MONTHLY HOUSING COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS!!$75,000 or more!!30 percent or more"
S2413_C04_014E,"Women's earnings as a percentage of men's earning!!Civilian employed population 16 years and over with earnings!!Finance and insurance, and real estate and rental and leasing:!!Finance and insurance"
S0103_C01_047E,Total!!RESIDENCE 1 YEAR AGO!!Population 1 year and over!!Same house
S0503_C01_076E,Total!!Civilian employed population 16 years and over!!INDUSTRY!!Manufacturing
S2413_C04_015E,"Women's earnings as a percentage of men's earning!!Civilian employed population 16 years and over with earnings!!Finance and insurance, and real estate and rental and leasing:!!Real estate and rental and leasing"
S2503_C05_045E,Renter-occupied housing units!!Occupied housing units!!MONTHLY HOUSING COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS!!Zero or negative income
S0103_C01_046E,Total!!RESIDENCE 1 YEAR AGO!!Population 1 year and over
S0502_C03_026E,Foreign born; Entered 2000 to 2009!!Foreign-born population!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!American Indian and Alaska Native
S0503_C01_079E,"Total!!Civilian employed population 16 years and over!!INDUSTRY!!Transportation and warehousing, and utilities"
S0502_C03_023E,Foreign born; Entered 2000 to 2009!!Foreign-born population!!RACE AND HISPANIC OR LATINO ORIGIN!!One race
S2413_C04_016E,"Women's earnings as a percentage of men's earning!!Civilian employed population 16 years and over with earnings!!Professional, scientific, and management, and administrative and waste management services:"
S2503_C05_046E,Renter-occupied housing units!!Occupied housing units!!MONTHLY HOUSING COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS!!No cash rent
S0103_C01_045E,Total!!DISABILITY STATUS!!Civilian noninstitutionalized population!!No disability
S0502_C03_024E,Foreign born; Entered 2000 to 2009!!Foreign-born population!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!White
S0503_C01_078E,Total!!Civilian employed population 16 years and over!!INDUSTRY!!Retail trade
S2413_C04_017E,"Women's earnings as a percentage of men's earning!!Civilian employed population 16 years and over with earnings!!Professional, scientific, and management, and administrative and waste management services:!!Professional, scientific, and technical services"
S0102PR_C01_050E,Total!!RESIDENCE 1 YEAR AGO!!Population 1 year and over!!Different house in Puerto Rico or the United States!!In Puerto Rico!!Same municipio
S0103_C01_044E,Total!!DISABILITY STATUS!!Civilian noninstitutionalized population!!With any disability
S1702_C05_028E,"Total!!Female householder, no spouse present!!Families!!NUMBER OF OWN CHILDREN OF THE HOUSEHOLDER UNDER 18 YEARS!!No own child of the householder"
S2504_C01_035E,"Occupied housing units!!Occupied housing units!!HOUSE HEATING FUEL!!Fuel oil, kerosene, etc."
S0502_C03_029E,Foreign born; Entered 2000 to 2009!!Foreign-born population!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!Some other race
S2413_C04_010E,"Women's earnings as a percentage of men's earning!!Civilian employed population 16 years and over with earnings!!Transportation and warehousing, and utilities:!!Transportation and warehousing"
S1702_C05_027E,"Total!!Female householder, no spouse present!!Families!!NUMBER OF RELATED CHILDREN OF THE HOUSEHOLDER UNDER 18 YEARS!!5 or more children"
S2504_C01_036E,Occupied housing units!!Occupied housing units!!HOUSE HEATING FUEL!!Coal or coke
S2413_C04_011E,"Women's earnings as a percentage of men's earning!!Civilian employed population 16 years and over with earnings!!Transportation and warehousing, and utilities:!!Utilities"
S2504_C01_037E,Occupied housing units!!Occupied housing units!!HOUSE HEATING FUEL!!All other fuels
S0103_C01_049E,Total!!RESIDENCE 1 YEAR AGO!!Population 1 year and over!!Different house in the United States!!Same county
S2413_C04_012E,Women's earnings as a percentage of men's earning!!Civilian employed population 16 years and over with earnings!!Information
S0502_C03_027E,Foreign born; Entered 2000 to 2009!!Foreign-born population!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!Asian
S1702_C05_029E,"Total!!Female householder, no spouse present!!Families!!NUMBER OF OWN CHILDREN OF THE HOUSEHOLDER UNDER 18 YEARS!!1 or 2 own children of the householder"
S2504_C01_038E,Occupied housing units!!Occupied housing units!!HOUSE HEATING FUEL!!No fuel used
S2413_C04_013E,"Women's earnings as a percentage of men's earning!!Civilian employed population 16 years and over with earnings!!Finance and insurance, and real estate and rental and leasing:"
S0502_C03_028E,Foreign born; Entered 2000 to 2009!!Foreign-born population!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!Native Hawaiian and Other Pacific Islander
S0103_C01_048E,Total!!RESIDENCE 1 YEAR AGO!!Population 1 year and over!!Different house in the United States
S0102PR_C01_055E,"Total!!PLACE OF BIRTH, NATIVITY AND CITIZENSHIP STATUS, AND YEAR OF ENTRY!!Total population!!Native"
S2504_C01_031E,Occupied housing units!!Occupied housing units!!TELEPHONE SERVICE AVAILABLE!!With telephone service
S0102PR_C01_056E,"Total!!PLACE OF BIRTH, NATIVITY AND CITIZENSHIP STATUS, AND YEAR OF ENTRY!!Total population!!Foreign born"
S0502_C03_030E,Foreign born; Entered 2000 to 2009!!Foreign-born population!!RACE AND HISPANIC OR LATINO ORIGIN!!Two or more races
S2504_C01_032E,Occupied housing units!!Occupied housing units!!HOUSE HEATING FUEL!!Utility gas
S0102PR_C01_057E,"Total!!PLACE OF BIRTH, NATIVITY AND CITIZENSHIP STATUS, AND YEAR OF ENTRY!!Total population!!Foreign born!!Entered  2010 or later"
S2802_C04_020E,Without an Internet Subscription!!With a computer!!Total population in households!!EMPLOYMENT STATUS!!Civilian population 16 years and over!!In labor force!!Employed
S2504_C01_033E,"Occupied housing units!!Occupied housing units!!HOUSE HEATING FUEL!!Bottled, tank, or LP gas"
S2413_C04_020E,"Women's earnings as a percentage of men's earning!!Civilian employed population 16 years and over with earnings!!Educational services, and health care and social assistance:"
S0102PR_C01_058E,"Total!!PLACE OF BIRTH, NATIVITY AND CITIZENSHIP STATUS, AND YEAR OF ENTRY!!Total population!!Foreign born!!Entered  2000 to 2009"
S2504_C01_034E,Occupied housing units!!Occupied housing units!!HOUSE HEATING FUEL!!Electricity
S2413_C04_021E,"Women's earnings as a percentage of men's earning!!Civilian employed population 16 years and over with earnings!!Educational services, and health care and social assistance:!!Educational services"
S0502_C03_033E,Foreign born; Entered 2000 to 2009!!Foreign-born population!!HOUSEHOLD TYPE!!In married-couple family
S0505_C02_121E,"Foreign born; Born in Asia!!POVERTY STATUS IN THE PAST 12 MONTHS!!POVERTY RATES FOR FAMILIES FOR WHOM POVERTY STATUS IS DETERMINED!!Female householder, no spouse present, family"
S0102PR_C01_051E,Total!!RESIDENCE 1 YEAR AGO!!Population 1 year and over!!Different house in Puerto Rico or the United States!!In Puerto Rico!!Different municipio
S2802_C04_022E,Without an Internet Subscription!!With a computer!!Total population in households!!EMPLOYMENT STATUS!!Civilian population 16 years and over!!Not in labor force
S0103_C01_043E,Total!!DISABILITY STATUS!!Civilian noninstitutionalized population
S0502_C03_034E,Foreign born; Entered 2000 to 2009!!Foreign-born population!!HOUSEHOLD TYPE!!In other households
S0505_C02_120E,Foreign born; Born in Asia!!POVERTY STATUS IN THE PAST 12 MONTHS!!POVERTY RATES FOR FAMILIES FOR WHOM POVERTY STATUS IS DETERMINED!!Married-couple family!!With related children of the householder under 5 years only
S0102PR_C01_052E,Total!!RESIDENCE 1 YEAR AGO!!Population 1 year and over!!Different house in Puerto Rico or the United States!!In the United States
S0103_C01_042E,Total!!VETERAN STATUS!!Civilian population 18 years and over!!Civilian veteran
S2802_C04_021E,Without an Internet Subscription!!With a computer!!Total population in households!!EMPLOYMENT STATUS!!Civilian population 16 years and over!!In labor force!!Unemployed
S0502_C03_031E,Foreign born; Entered 2000 to 2009!!Foreign-born population!!RACE AND HISPANIC OR LATINO ORIGIN!!Hispanic or Latino origin (of any race)
S0102PR_C01_053E,Total!!RESIDENCE 1 YEAR AGO!!Population 1 year and over!!Elsewhere
S0103_C01_041E,Total!!VETERAN STATUS!!Civilian population 18 years and over
S0502_C03_032E,"Foreign born; Entered 2000 to 2009!!Foreign-born population!!RACE AND HISPANIC OR LATINO ORIGIN!!White alone, not Hispanic or Latino"
S0102PR_C01_054E,"Total!!PLACE OF BIRTH, NATIVITY AND CITIZENSHIP STATUS, AND YEAR OF ENTRY!!Total population"
S0103_C01_040E,Total!!RESPONSIBILITY FOR GRANDCHILDREN UNDER 18 YEARS!!Population 30 years and over!!Living with grandchild(ren)!!Responsible for grandchild(ren)
S2504_C01_030E,Occupied housing units!!Occupied housing units!!VEHICLES AVAILABLE!!3 or more vehicles available
S0505_C02_125E,Foreign born; Born in Asia!!Occupied housing units!!HOUSING TENURE!!Owner-occupied housing units
S0505_C02_124E,Foreign born; Born in Asia!!Occupied housing units
S0505_C02_123E,"Foreign born; Born in Asia!!POVERTY STATUS IN THE PAST 12 MONTHS!!POVERTY RATES FOR FAMILIES FOR WHOM POVERTY STATUS IS DETERMINED!!Female householder, no spouse present, family!!With related children of the householder under 5 years only"
S0505_C02_122E,"Foreign born; Born in Asia!!POVERTY STATUS IN THE PAST 12 MONTHS!!POVERTY RATES FOR FAMILIES FOR WHOM POVERTY STATUS IS DETERMINED!!Female householder, no spouse present, family!!With related children of the householder under 18 years"
S0102PR_C01_059E,"Total!!PLACE OF BIRTH, NATIVITY AND CITIZENSHIP STATUS, AND YEAR OF ENTRY!!Total population!!Foreign born!!Entered  before 2000"
S0505_C02_129E,Foreign born; Born in Asia!!Occupied housing units!!ROOMS!!1 room
S0505_C02_128E,Foreign born; Born in Asia!!Occupied housing units!!HOUSING TENURE!!Average household size of renter-occupied unit
S0505_C02_127E,Foreign born; Born in Asia!!Occupied housing units!!HOUSING TENURE!!Average household size of owner-occupied unit
S0505_C02_126E,Foreign born; Born in Asia!!Occupied housing units!!HOUSING TENURE!!Renter-occupied housing units
S0503_C01_081E,"Total!!Civilian employed population 16 years and over!!INDUSTRY!!Finance and insurance, and real estate and rental and leasing"
S1702_C05_036E,"Total!!Female householder, no spouse present!!Families!!NUMBER OF WORKERS IN FAMILY!!No workers"
S0505_C02_109E,Foreign born; Born in Asia!!INCOME IN THE PAST 12 MONTHS (IN 2022 INFLATION-ADJUSTED DOLLARS)!!Households!!Median Household income (dollars)
S0503_C01_080E,Total!!Civilian employed population 16 years and over!!INDUSTRY!!Information
S1702_C05_035E,"Total!!Female householder, no spouse present!!Families!!NUMBER OF PEOPLE IN FAMILY!!7 or more people"
S0505_C02_108E,Foreign born; Born in Asia!!INCOME IN THE PAST 12 MONTHS (IN 2022 INFLATION-ADJUSTED DOLLARS)!!Households!!With Food Stamp/SNAP benefits
S0503_C01_083E,"Total!!Civilian employed population 16 years and over!!INDUSTRY!!Educational services, and health care and social assistance"
S1702_C05_038E,"Total!!Female householder, no spouse present!!Families!!NUMBER OF WORKERS IN FAMILY!!2 workers"
S0505_C02_107E,Foreign born; Born in Asia!!INCOME IN THE PAST 12 MONTHS (IN 2022 INFLATION-ADJUSTED DOLLARS)!!Households!!With retirement income!!Mean retirement income (dollars)
S0503_C01_082E,"Total!!Civilian employed population 16 years and over!!INDUSTRY!!Professional, scientific, and management, and administrative and waste management services"
S1702_C05_037E,"Total!!Female householder, no spouse present!!Families!!NUMBER OF WORKERS IN FAMILY!!1 worker"
S0505_C02_106E,Foreign born; Born in Asia!!INCOME IN THE PAST 12 MONTHS (IN 2022 INFLATION-ADJUSTED DOLLARS)!!Households!!With retirement income
S0503_C01_085E,Total!!Civilian employed population 16 years and over!!INDUSTRY!!Other services (except public administration)
S1702_C05_032E,"Total!!Female householder, no spouse present!!Families!!NUMBER OF PEOPLE IN FAMILY!!2 people"
S0503_C01_084E,"Total!!Civilian employed population 16 years and over!!INDUSTRY!!Arts, entertainment, and recreation, and accommodation and food services"
S1702_C05_031E,"Total!!Female householder, no spouse present!!Families!!NUMBER OF OWN CHILDREN OF THE HOUSEHOLDER UNDER 18 YEARS!!5 or more own children of the householder"
S0503_C01_087E,"Total!!EARNINGS IN THE PAST 12 MONTHS (IN 2022 INFLATION-ADJUSTED DOLLARS) FOR FULL-TIME, YEAR-ROUND WORKERS!!Population 16 years and over with earnings"
S1702_C05_034E,"Total!!Female householder, no spouse present!!Families!!NUMBER OF PEOPLE IN FAMILY!!5 or 6 people"
S2503_C05_030E,"Renter-occupied housing units!!Occupied housing units!!MONTHLY HOUSING COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS!!$20,000 to $34,999!!Less than 20 percent"
S0503_C01_086E,Total!!Civilian employed population 16 years and over!!INDUSTRY!!Public administration
S1702_C05_033E,"Total!!Female householder, no spouse present!!Families!!NUMBER OF PEOPLE IN FAMILY!!3 or 4 people"
S2503_C05_031E,"Renter-occupied housing units!!Occupied housing units!!MONTHLY HOUSING COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS!!$20,000 to $34,999!!20 to 29 percent"
S0503_C01_089E,"Total!!EARNINGS IN THE PAST 12 MONTHS (IN 2022 INFLATION-ADJUSTED DOLLARS) FOR FULL-TIME, YEAR-ROUND WORKERS!!Population 16 years and over with earnings!!$10,000 to $14,999"
S2404_C03_025E,"Percent Male!!Full-time, year-round civilian employed population 16 years and over!!Arts, entertainment, and recreation, and accommodation and food services:!!Accommodation and food services"
S2802_C04_014E,Without an Internet Subscription!!With a computer!!Total population in households!!EDUCATIONAL ATTAINMENT!!Household population 25 years and over
S2413_C04_026E,"Women's earnings as a percentage of men's earning!!Civilian employed population 16 years and over with earnings!!Other services, except public administration"
S2503_C05_032E,"Renter-occupied housing units!!Occupied housing units!!MONTHLY HOUSING COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS!!$20,000 to $34,999!!30 percent or more"
S0502_C03_037E,Foreign born; Entered 2000 to 2009!!MARITAL STATUS!!Population 15  years and over
S0103_C01_059E,"Total!!PLACE OF BIRTH, NATIVITY AND CITIZENSHIP STATUS, AND YEAR OF ENTRY!!Total population!!Foreign born!!Entered  before 2000"
S0503_C01_088E,"Total!!EARNINGS IN THE PAST 12 MONTHS (IN 2022 INFLATION-ADJUSTED DOLLARS) FOR FULL-TIME, YEAR-ROUND WORKERS!!Population 16 years and over with earnings!!$1 to $9,999 or loss"
S2404_C03_024E,"Percent Male!!Full-time, year-round civilian employed population 16 years and over!!Arts, entertainment, and recreation, and accommodation and food services:!!Arts, entertainment, and recreation"
S0102PR_C01_060E,"Total!!PLACE OF BIRTH, NATIVITY AND CITIZENSHIP STATUS, AND YEAR OF ENTRY!!Total population!!Foreign born!!Naturalized U.S. citizen"
S2802_C04_013E,"Without an Internet Subscription!!With a computer!!Total population in households!!RACE AND HISPANIC OR LATINO ORIGIN!!White alone, not Hispanic or Latino"
S2413_C04_027E,Women's earnings as a percentage of men's earning!!Civilian employed population 16 years and over with earnings!!Public administration
S2503_C05_033E,"Renter-occupied housing units!!Occupied housing units!!MONTHLY HOUSING COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS!!$35,000 to $49,999"
S0103_C01_058E,"Total!!PLACE OF BIRTH, NATIVITY AND CITIZENSHIP STATUS, AND YEAR OF ENTRY!!Total population!!Foreign born!!Entered  2000 to 2009"
S0502_C03_038E,Foreign born; Entered 2000 to 2009!!MARITAL STATUS!!Population 15  years and over!!Never married
S0502_C03_035E,Foreign born; Entered 2000 to 2009!!Foreign-born population!!Average  household size
S0102PR_C01_061E,"Total!!PLACE OF BIRTH, NATIVITY AND CITIZENSHIP STATUS, AND YEAR OF ENTRY!!Total population!!Foreign born!!Not a U.S. citizen"
S2802_C04_016E,"Without an Internet Subscription!!With a computer!!Total population in households!!EDUCATIONAL ATTAINMENT!!Household population 25 years and over!!High school graduate (includes equivalency), some college or associate's degree"
S2404_C03_027E,"Percent Male!!Full-time, year-round civilian employed population 16 years and over!!Public administration"
S2503_C05_034E,"Renter-occupied housing units!!Occupied housing units!!MONTHLY HOUSING COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS!!$35,000 to $49,999!!Less than 20 percent"
S0103_C01_057E,"Total!!PLACE OF BIRTH, NATIVITY AND CITIZENSHIP STATUS, AND YEAR OF ENTRY!!Total population!!Foreign born!!Entered  2010 or later"
S0502_C03_036E,Foreign born; Entered 2000 to 2009!!Foreign-born population!!Average family size
S2404_C03_026E,"Percent Male!!Full-time, year-round civilian employed population 16 years and over!!Other services, except public administration"
S0102PR_C01_062E,Total!!LANGUAGE SPOKEN AT HOME AND ABILITY TO SPEAK ENGLISH!!Population 5 years and over
S2802_C04_015E,Without an Internet Subscription!!With a computer!!Total population in households!!EDUCATIONAL ATTAINMENT!!Household population 25 years and over!!Less than high school graduate or equivalency
S2503_C05_035E,"Renter-occupied housing units!!Occupied housing units!!MONTHLY HOUSING COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS!!$35,000 to $49,999!!20 to 29 percent"
S0103_C01_056E,"Total!!PLACE OF BIRTH, NATIVITY AND CITIZENSHIP STATUS, AND YEAR OF ENTRY!!Total population!!Foreign born"
S2503_C05_036E,"Renter-occupied housing units!!Occupied housing units!!MONTHLY HOUSING COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS!!$35,000 to $49,999!!30 percent or more"
S2802_C04_018E,Without an Internet Subscription!!With a computer!!Total population in households!!EMPLOYMENT STATUS!!Civilian population 16 years and over
S2413_C04_022E,"Women's earnings as a percentage of men's earning!!Civilian employed population 16 years and over with earnings!!Educational services, and health care and social assistance:!!Health care and social assistance"
S2503_C05_037E,"Renter-occupied housing units!!Occupied housing units!!MONTHLY HOUSING COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS!!$50,000 to $74,999"
S2802_C04_017E,Without an Internet Subscription!!With a computer!!Total population in households!!EDUCATIONAL ATTAINMENT!!Household population 25 years and over!!Bachelor's degree or higher
S1702_C05_039E,"Total!!Female householder, no spouse present!!Families!!NUMBER OF WORKERS IN FAMILY!!3 or more workers"
S2413_C04_023E,"Women's earnings as a percentage of men's earning!!Civilian employed population 16 years and over with earnings!!Arts, entertainment, and recreation, and accommodation and food services:"
S2503_C05_038E,"Renter-occupied housing units!!Occupied housing units!!MONTHLY HOUSING COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS!!$50,000 to $74,999!!Less than 20 percent"
S2413_C04_024E,"Women's earnings as a percentage of men's earning!!Civilian employed population 16 years and over with earnings!!Arts, entertainment, and recreation, and accommodation and food services:!!Arts, entertainment, and recreation"
S0502_C03_039E,"Foreign born; Entered 2000 to 2009!!MARITAL STATUS!!Population 15  years and over!!Now married, except separated"
S2503_C05_039E,"Renter-occupied housing units!!Occupied housing units!!MONTHLY HOUSING COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS!!$50,000 to $74,999!!20 to 29 percent"
S2802_C04_019E,Without an Internet Subscription!!With a computer!!Total population in households!!EMPLOYMENT STATUS!!Civilian population 16 years and over!!In labor force
S2413_C04_025E,"Women's earnings as a percentage of men's earning!!Civilian employed population 16 years and over with earnings!!Arts, entertainment, and recreation, and accommodation and food services:!!Accommodation and food services"
S0502_C03_041E,Foreign born; Entered 2000 to 2009!!MARITAL STATUS!!Population 15  years and over!!Widowed
S0102PR_C01_067E,Total!!EMPLOYMENT STATUS!!Population 16 years and over!!In labor force
S2503_C05_028E,"Renter-occupied housing units!!Occupied housing units!!MONTHLY HOUSING COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS!!Less than $20,000!!30 percent or more"
S0103_C01_051E,Total!!RESIDENCE 1 YEAR AGO!!Population 1 year and over!!Different house in the United States!!Different county!!Same state
S1502_C04_002E,Percent Male!!Total population 25 years and over with a Bachelor's degree or higher!!Science and Engineering
S2503_C05_029E,"Renter-occupied housing units!!Occupied housing units!!MONTHLY HOUSING COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS!!$20,000 to $34,999"
S0502_C03_042E,Foreign born; Entered 2000 to 2009!!SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school
S0102PR_C01_068E,Total!!EMPLOYMENT STATUS!!Population 16 years and over!!In labor force!!Civilian labor force
S0103_C01_050E,Total!!RESIDENCE 1 YEAR AGO!!Population 1 year and over!!Different house in the United States!!Different county
S1502_C04_003E,Percent Male!!Total population 25 years and over with a Bachelor's degree or higher!!Science and Engineering Related Fields
S0102PR_C01_069E,Total!!EMPLOYMENT STATUS!!Population 16 years and over!!In labor force!!Civilian labor force!!Employed
S1502_C04_004E,Percent Male!!Total population 25 years and over with a Bachelor's degree or higher!!Business
S0502_C03_040E,Foreign born; Entered 2000 to 2009!!MARITAL STATUS!!Population 15  years and over!!Divorced or separated
S1502_C04_005E,Percent Male!!Total population 25 years and over with a Bachelor's degree or higher!!Education
S0502_C03_045E,Foreign born; Entered 2000 to 2009!!SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school!!High school (grades 9-12)
S0102PR_C01_063E,Total!!LANGUAGE SPOKEN AT HOME AND ABILITY TO SPEAK ENGLISH!!Population 5 years and over!!English only
