EUBWID,label,year,classificationLabel,regime,classificationType
ukk3104-32900,Harlyn Bay,2013,Excellent,2006 directive,projected assessment
ukk3104-32900,Harlyn Bay,2014,Higher,1976 directive,actual assessment
ukk3104-32900,Harlyn Bay,2014,Excellent,2006 directive,projected assessment
ukk3104-32900,Harlyn Bay,2015,Excellent,2006 directive,actual assessment
ukk3104-32900,Harlyn Bay,2016,Excellent,2006 directive,actual assessment
ukk3104-32900,Harlyn Bay,2017,Excellent,2006 directive,actual assessment
ukk3104-32900,Harlyn Bay,2018,Excellent,2006 directive,actual assessment
ukk3104-32900,Harlyn Bay,2019,Excellent,2006 directive,actual assessment
ukk3104-32900,Harlyn Bay,2021,Excellent,2006 directive,actual assessment
ukk3104-32900,Harlyn Bay,2022,Excellent,2006 directive,actual assessment
ukk3104-32900,Harlyn Bay,2023,Excellent,2006 directive,actual assessment
ukk3104-32900,Harlyn Bay,2024,Excellent,2006 directive,actual assessment
ukk3104-33000,Trevone Bay,2004,Higher,1976 directive,actual assessment
ukk3104-33000,Trevone Bay,2004,Excellent,2006 directive,projected assessment
ukk3104-33000,Trevone Bay,2005,Higher,1976 directive,actual assessment
ukk3104-33000,Trevone Bay,2005,Excellent,2006 directive,projected assessment
ukk3104-33000,Trevone Bay,2006,Higher,1976 directive,actual assessment
ukk3104-33000,Trevone Bay,2006,Excellent,2006 directive,projected assessment
ukk3104-33000,Trevone Bay,2007,Higher,1976 directive,actual assessment
ukk3104-33000,Trevone Bay,2007,Excellent,2006 directive,projected assessment
ukk3104-33000,Trevone Bay,2008,Higher,1976 directive,actual assessment
ukk3104-33000,Trevone Bay,2008,Excellent,2006 directive,projected assessment
ukk3104-33000,Trevone Bay,2009,Higher,1976 directive,actual assessment
ukk3104-33000,Trevone Bay,2009,Excellent,2006 directive,projected assessment
ukk3104-33000,Trevone Bay,2010,Higher,1976 directive,actual assessment
ukk3104-33000,Trevone Bay,2010,Excellent,2006 directive,projected assessment
ukk3104-33000,Trevone Bay,2011,Higher,1976 directive,actual assessment
ukk3104-33000,Trevone Bay,2011,Excellent,2006 directive,projected assessment
ukk3104-33000,Trevone Bay,2012,Higher,1976 directive,actual assessment
ukk3104-33000,Trevone Bay,2012,Good,2006 directive,projected assessment
ukk3104-33000,Trevone Bay,2013,Higher,1976 directive,actual assessment
ukk3104-33000,Trevone Bay,2013,Good,2006 directive,projected assessment
ukk3104-33000,Trevone Bay,2014,Higher,1976 directive,actual assessment
ukk3104-33000,Trevone Bay,2014,Excellent,2006 directive,projected assessment
ukk3104-33000,Trevone Bay,2015,Excellent,2006 directive,actual assessment
ukk3104-33000,Trevone Bay,2016,Excellent,2006 directive,actual assessment
ukk3104-33000,Trevone Bay,2017,Excellent,2006 directive,actual assessment
ukk3104-33000,Trevone Bay,2018,Excellent,2006 directive,actual assessment
ukk3104-33000,Trevone Bay,2019,Excellent,2006 directive,actual assessment
ukk3104-33000,Trevone Bay,2021,Excellent,2006 directive,actual assessment
ukk3104-33000,Trevone Bay,2022,Excellent,2006 directive,actual assessment
ukk3104-33000,Trevone Bay,2023,Excellent,2006 directive,actual assessment
ukk3104-33000,Trevone Bay,2024,Excellent,2006 directive,actual assessment
ukk3104-33100,Rock,2004,Higher,1976 directive,actual assessment
ukk3104-33100,Rock,2004,Good,2006 directive,projected assessment
ukk3104-33100,Rock,2005,Higher,1976 directive,actual assessment
ukk3104-33100,Rock,2005,Good,2006 directive,projected assessment
ukk3104-33100,Rock,2006,Minimum,1976 directive,actual assessment
ukk3104-33100,Rock,2006,Good,2006 directive,projected assessment
ukk3104-33100,Rock,2007,Minimum,1976 directive,actual assessment
ukk3104-33100,Rock,2007,Good,2006 directive,projected assessment
ukk3104-33100,Rock,2008,Fail,1976 directive,actual assessment
ukk3104-33100,Rock,2008,Sufficient,2006 directive,projected assessment
ukk3104-33100,Rock,2009,Minimum,1976 directive,actual assessment
ukk3104-33100,Rock,2009,Poor,2006 directive,projected assessment
ukk3104-33100,Rock,2010,Minimum,1976 directive,actual assessment
ukk3104-33100,Rock,2010,Poor,2006 directive,projected assessment
ukk3104-33100,Rock,2011,Higher,1976 directive,actual assessment
ukk3104-33100,Rock,2011,Poor,2006 directive,projected assessment
ukk3104-33100,Rock,2012,Higher,1976 directive,actual assessment
ukk3104-33100,Rock,2012,Sufficient,2006 directive,projected assessment
ukk3104-33100,Rock,2013,Higher,1976 directive,actual assessment
ukk3104-33100,Rock,2013,Good,2006 directive,projected assessment
ukk3104-33100,Rock,2014,Higher,1976 directive,actual assessment
ukk3104-33100,Rock,2014,Good,2006 directive,projected assessment
ukk3104-33200,Daymer Bay,2004,Higher,1976 directive,actual assessment
ukk3104-33200,Daymer Bay,2004,Excellent,2006 directive,projected assessment
ukk3104-33200,Daymer Bay,2005,Higher,1976 directive,actual assessment
ukk3104-33200,Daymer Bay,2005,Excellent,2006 directive,projected assessment
ukk3104-33200,Daymer Bay,2006,Higher,1976 directive,actual assessment
ukk3104-33200,Daymer Bay,2006,Excellent,2006 directive,projected assessment
ukk3104-33200,Daymer Bay,2007,Higher,1976 directive,actual assessment
ukk3104-33200,Daymer Bay,2007,Excellent,2006 directive,projected assessment
ukk3104-33200,Daymer Bay,2008,Minimum,1976 directive,actual assessment
ukk3104-33200,Daymer Bay,2008,Good,2006 directive,projected assessment
ukk3104-33200,Daymer Bay,2009,Higher,1976 directive,actual assessment
ukk3104-33200,Daymer Bay,2009,Sufficient,2006 directive,projected assessment
ukk3104-33200,Daymer Bay,2010,Higher,1976 directive,actual assessment
ukk3104-33200,Daymer Bay,2010,Good,2006 directive,projected assessment
ukk3104-33200,Daymer Bay,2011,Higher,1976 directive,actual assessment
ukk3104-33200,Daymer Bay,2011,Good,2006 directive,projected assessment
ukk3104-33200,Daymer Bay,2012,Minimum,1976 directive,actual assessment
ukk3104-33200,Daymer Bay,2012,Good,2006 directive,projected assessment
ukk3104-33200,Daymer Bay,2013,Higher,1976 directive,actual assessment
ukk3104-33200,Daymer Bay,2013,Excellent,2006 directive,projected assessment
ukk3104-33200,Daymer Bay,2014,Higher,1976 directive,actual assessment
ukk3104-33200,Daymer Bay,2014,Excellent,2006 directive,projected assessment
ukk3104-33200,Daymer Bay,2015,Excellent,2006 directive,actual assessment
ukk3104-33200,Daymer Bay,2016,Excellent,2006 directive,actual assessment
ukk3104-33200,Daymer Bay,2017,Excellent,2006 directive,actual assessment
ukk3104-33200,Daymer Bay,2018,Excellent,2006 directive,actual assessment
ukk3104-33200,Daymer Bay,2019,Excellent,2006 directive,actual assessment
ukk3104-33200,Daymer Bay,2021,Excellent,2006 directive,actual assessment
ukk3104-33200,Daymer Bay,2022,Excellent,2006 directive,actual assessment
ukk3104-33200,Daymer Bay,2023,Excellent,2006 directive,actual assessment
ukk3104-33200,Daymer Bay,2024,Excellent,2006 directive,actual assessment
ukk3104-33300,Polzeath,2004,Higher,1976 directive,actual assessment
ukk3104-33300,Polzeath,2004,Excellent,2006 directive,projected assessment
ukk3104-33300,Polzeath,2005,Higher,1976 directive,actual assessment
ukk3104-33300,Polzeath,2005,Excellent,2006 directive,projected assessment
ukk3104-33300,Polzeath,2006,Higher,1976 directive,actual assessment
ukk3104-33300,Polzeath,2006,Excellent,2006 directive,projected assessment
ukk3104-33300,Polzeath,2007,Higher,1976 directive,actual assessment
ukk3104-33300,Polzeath,2007,Excellent,2006 directive,projected assessment
ukk3104-33300,Polzeath,2008,Higher,1976 directive,actual assessment
ukk3104-33300,Polzeath,2008,Excellent,2006 directive,projected assessment
ukk3104-33300,Polzeath,2009,Higher,1976 directive,actual assessment
ukk3104-33300,Polzeath,2009,Good,2006 directive,projected assessment
ukk3104-33300,Polzeath,2010,Higher,1976 directive,actual assessment
ukk3104-33300,Polzeath,2010,Excellent,2006 directive,projected assessment
ukk3104-33300,Polzeath,2011,Higher,1976 directive,actual assessment
ukk3104-33300,Polzeath,2011,Excellent,2006 directive,projected assessment
ukk3104-33300,Polzeath,2012,Higher,1976 directive,actual assessment
ukk3104-33300,Polzeath,2012,Excellent,2006 directive,projected assessment
ukk3104-33300,Polzeath,2013,Higher,1976 directive,actual assessment
ukk3104-33300,Polzeath,2013,Excellent,2006 directive,projected assessment
ukk3104-33300,Polzeath,2014,Higher,1976 directive,actual assessment
ukk3104-33300,Polzeath,2014,Excellent,2006 directive,projected assessment
ukk3104-33300,Polzeath,2015,Excellent,2006 directive,actual assessment
ukk3104-33300,Polzeath,2016,Excellent,2006 directive,actual assessment
ukk3104-33300,Polzeath,2017,Excellent,2006 directive,actual assessment
ukk3104-33300,Polzeath,2018,Good,2006 directive,actual assessment
ukk3104-33300,Polzeath,2019,Excellent,2006 directive,actual assessment
ukk3104-33300,Polzeath,2021,Excellent,2006 directive,actual assessment
ukk3104-33300,Polzeath,2022,Excellent,2006 directive,actual assessment
ukk3104-33300,Polzeath,2023,Excellent,2006 directive,actual assessment
ukk3104-33300,Polzeath,2024,Excellent,2006 directive,actual assessment
ukk3104-33350,Trebarwith Strand,2004,Higher,1976 directive,actual assessment
ukk3104-33350,Trebarwith Strand,2004,Good,2006 directive,projected assessment
ukk3104-33350,Trebarwith Strand,2005,Higher,1976 directive,actual assessment
ukk3104-33350,Trebarwith Strand,2005,Good,2006 directive,projected assessment
ukk3104-33350,Trebarwith Strand,2006,Higher,1976 directive,actual assessment
ukk3104-33350,Trebarwith Strand,2006,Excellent,2006 directive,projected assessment
ukk3104-33350,Trebarwith Strand,2007,Higher,1976 directive,actual assessment
ukk3104-33350,Trebarwith Strand,2007,Excellent,2006 directive,projected assessment
ukk3104-33350,Trebarwith Strand,2008,Higher,1976 directive,actual assessment
ukk3104-33350,Trebarwith Strand,2008,Excellent,2006 directive,projected assessment
ukk3104-33350,Trebarwith Strand,2009,Higher,1976 directive,actual assessment
ukk3104-33350,Trebarwith Strand,2009,Excellent,2006 directive,projected assessment
ukk3104-33350,Trebarwith Strand,2010,Higher,1976 directive,actual assessment
ukk3104-33350,Trebarwith Strand,2010,Excellent,2006 directive,projected assessment
ukk3104-33350,Trebarwith Strand,2011,Higher,1976 directive,actual assessment
ukk3104-33350,Trebarwith Strand,2011,Excellent,2006 directive,projected assessment
ukk3104-33350,Trebarwith Strand,2012,Minimum,1976 directive,actual assessment
ukk3104-33350,Trebarwith Strand,2012,Excellent,2006 directive,projected assessment
ukk3104-33350,Trebarwith Strand,2013,Higher,1976 directive,actual assessment
ukk3104-33350,Trebarwith Strand,2013,Excellent,2006 directive,projected assessment
ukk3104-33350,Trebarwith Strand,2014,Higher,1976 directive,actual assessment
ukk3104-33350,Trebarwith Strand,2014,Excellent,2006 directive,projected assessment
ukk3104-33350,Trebarwith Strand,2015,Excellent,2006 directive,actual assessment
ukk3104-33350,Trebarwith Strand,2016,Excellent,2006 directive,actual assessment
ukk3104-33350,Trebarwith Strand,2017,Good,2006 directive,actual assessment
ukk3104-33350,Trebarwith Strand,2018,Good,2006 directive,actual assessment
ukk3104-33350,Trebarwith Strand,2019,Excellent,2006 directive,actual assessment
ukk3104-33350,Trebarwith Strand,2021,Good,2006 directive,actual assessment
ukk3104-33350,Trebarwith Strand,2022,Good,2006 directive,actual assessment
ukk3104-33350,Trebarwith Strand,2023,Good,2006 directive,actual assessment
ukk3104-33350,Trebarwith Strand,2024,Good,2006 directive,actual assessment
ukk3104-33360,Crackington Haven,2004,Higher,1976 directive,actual assessment
ukk3104-33360,Crackington Haven,2004,Excellent,2006 directive,projected assessment
ukk3104-33360,Crackington Haven,2005,Higher,1976 directive,actual assessment
ukk3104-33360,Crackington Haven,2005,Excellent,2006 directive,projected assessment
ukk3104-33360,Crackington Haven,2006,Higher,1976 directive,actual assessment
ukk3104-33360,Crackington Haven,2006,Excellent,2006 directive,projected assessment
ukk3104-33360,Crackington Haven,2007,Higher,1976 directive,actual assessment
ukk3104-33360,Crackington Haven,2007,Excellent,2006 directive,projected assessment
ukk3104-33360,Crackington Haven,2008,Higher,1976 directive,actual assessment
ukk3104-33360,Crackington Haven,2008,Excellent,2006 directive,projected assessment
ukk3104-33360,Crackington Haven,2009,Higher,1976 directive,actual assessment
ukk3104-33360,Crackington Haven,2009,Excellent,2006 directive,projected assessment
ukk3104-33360,Crackington Haven,2010,Higher,1976 directive,actual assessment
ukk3104-33360,Crackington Haven,2010,Excellent,2006 directive,projected assessment
ukk3104-33360,Crackington Haven,2011,Higher,1976 directive,actual assessment
ukk3104-33360,Crackington Haven,2011,Excellent,2006 directive,projected assessment
ukk3104-33360,Crackington Haven,2012,Higher,1976 directive,actual assessment
ukk3104-33360,Crackington Haven,2012,Excellent,2006 directive,projected assessment
ukk3104-33360,Crackington Haven,2013,Higher,1976 directive,actual assessment
ukk3104-33360,Crackington Haven,2013,Excellent,2006 directive,projected assessment
ukk3104-33360,Crackington Haven,2014,Higher,1976 directive,actual assessment
ukk3104-33360,Crackington Haven,2014,Excellent,2006 directive,projected assessment
ukk3104-33360,Crackington Haven,2015,Good,2006 directive,actual assessment
ukk3104-33360,Crackington Haven,2016,Excellent,2006 directive,actual assessment
ukk3104-33360,Crackington Haven,2017,Excellent,2006 directive,actual assessment
ukk3104-33360,Crackington Haven,2018,Excellent,2006 directive,actual assessment
ukk3104-33360,Crackington Haven,2019,Excellent,2006 directive,actual assessment
ukk3104-33360,Crackington Haven,2021,Excellent,2006 directive,actual assessment
ukk3104-33360,Crackington Haven,2022,Excellent,2006 directive,actual assessment
ukk3104-33360,Crackington Haven,2023,Excellent,2006 directive,actual assessment
ukk3104-33360,Crackington Haven,2024,Excellent,2006 directive,actual assessment
ukk3104-33400,Widemouth Sand,2004,Higher,1976 directive,actual assessment
ukk3104-33400,Widemouth Sand,2004,Excellent,2006 directive,projected assessment
ukk3104-33400,Widemouth Sand,2005,Higher,1976 directive,actual assessment
ukk3104-33400,Widemouth Sand,2005,Excellent,2006 directive,projected assessment
ukk3104-33400,Widemouth Sand,2006,Higher,1976 directive,actual assessment
ukk3104-33400,Widemouth Sand,2006,Excellent,2006 directive,projected assessment
ukk3104-33400,Widemouth Sand,2007,Minimum,1976 directive,actual assessment
ukk3104-33400,Widemouth Sand,2007,Excellent,2006 directive,projected assessment
ukk3104-33400,Widemouth Sand,2008,Higher,1976 directive,actual assessment
ukk3104-33400,Widemouth Sand,2008,Excellent,2006 directive,projected assessment
ukk3104-33400,Widemouth Sand,2009,Higher,1976 directive,actual assessment
ukk3104-33400,Widemouth Sand,2009,Excellent,2006 directive,projected assessment
ukk3104-33400,Widemouth Sand,2010,Higher,1976 directive,actual assessment
ukk3104-33400,Widemouth Sand,2010,Excellent,2006 directive,projected assessment
ukk3104-33400,Widemouth Sand,2011,Higher,1976 directive,actual assessment
ukk3104-33400,Widemouth Sand,2011,Excellent,2006 directive,projected assessment
ukk3104-33400,Widemouth Sand,2012,Higher,1976 directive,actual assessment
ukk3104-33400,Widemouth Sand,2012,Excellent,2006 directive,projected assessment
ukk3104-33400,Widemouth Sand,2013,Higher,1976 directive,actual assessment
ukk3104-33400,Widemouth Sand,2013,Excellent,2006 directive,projected assessment
ukk3104-33400,Widemouth Sand,2014,Higher,1976 directive,actual assessment
ukk3104-33400,Widemouth Sand,2014,Excellent,2006 directive,projected assessment
ukk3104-33400,Widemouth Sand,2015,Excellent,2006 directive,actual assessment
ukk3104-33400,Widemouth Sand,2016,Excellent,2006 directive,actual assessment
ukk3104-33400,Widemouth Sand,2017,Excellent,2006 directive,actual assessment
ukk3104-33400,Widemouth Sand,2018,Excellent,2006 directive,actual assessment
ukk3104-33400,Widemouth Sand,2019,Excellent,2006 directive,actual assessment
ukk3104-33400,Widemouth Sand,2021,Excellent,2006 directive,actual assessment
ukk3104-33400,Widemouth Sand,2022,Excellent,2006 directive,actual assessment
ukk3104-33400,Widemouth Sand,2023,Excellent,2006 directive,actual assessment
ukk3104-33400,Widemouth Sand,2024,Excellent,2006 directive,actual assessment
ukk3104-33500,Summerleaze,2004,Higher,1976 directive,actual assessment
ukk3104-33500,Summerleaze,2004,Excellent,2006 directive,projected assessment
ukk3104-33500,Summerleaze,2005,Higher,1976 directive,actual assessment
ukk3104-33500,Summerleaze,2005,Excellent,2006 directive,projected assessment
ukk3104-33500,Summerleaze,2006,Higher,1976 directive,actual assessment
ukk3104-33500,Summerleaze,2006,Excellent,2006 directive,projected assessment
ukk3104-33500,Summerleaze,2007,Fail,1976 directive,actual assessment
ukk3104-33500,Summerleaze,2007,Good,2006 directive,projected assessment
ukk3104-33500,Summerleaze,2008,Minimum,1976 directive,actual assessment
ukk3104-33500,Summerleaze,2008,Sufficient,2006 directive,projected assessment
ukk3104-33500,Summerleaze,2009,Fail,1976 directive,actual assessment
ukk3104-33500,Summerleaze,2009,Sufficient,2006 directive,projected assessment
ukk3104-33500,Summerleaze,2010,Higher,1976 directive,actual assessment
ukk3104-33500,Summerleaze,2010,Sufficient,2006 directive,projected assessment
ukk3104-33500,Summerleaze,2011,Higher,1976 directive,actual assessment
ukk3104-33500,Summerleaze,2011,Good,2006 directive,projected assessment
ukk3104-33500,Summerleaze,2012,Fail,1976 directive,actual assessment
ukk3104-33500,Summerleaze,2012,Good,2006 directive,projected assessment
ukk3104-33500,Summerleaze,2013,Higher,1976 directive,actual assessment
ukk3104-33500,Summerleaze,2013,Good,2006 directive,projected assessment
ukk3104-33500,Summerleaze,2014,Higher,1976 directive,actual assessment
ukk3104-33500,Summerleaze,2014,Good,2006 directive,projected assessment
ukk3104-33500,Summerleaze,2015,Good,2006 directive,actual assessment
ukk3104-33500,Summerleaze,2016,Excellent,2006 directive,actual assessment
ukk3104-33500,Summerleaze,2017,Good,2006 directive,actual assessment
ukk3104-33500,Summerleaze,2018,Good,2006 directive,actual assessment
ukk3104-33500,Summerleaze,2019,Excellent,2006 directive,actual assessment
ukk3104-33500,Summerleaze,2021,Excellent,2006 directive,actual assessment
ukk3104-33500,Summerleaze,2022,Excellent,2006 directive,actual assessment
ukk3104-33500,Summerleaze,2023,Excellent,2006 directive,actual assessment
ukk3104-33500,Summerleaze,2024,Excellent,2006 directive,actual assessment
ukk3104-33600,Crooklets,2004,Higher,1976 directive,actual assessment
ukk3104-33600,Crooklets,2004,Excellent,2006 directive,projected assessment
ukk3104-33600,Crooklets,2005,Higher,1976 directive,actual assessment
ukk3104-33600,Crooklets,2005,Excellent,2006 directive,projected assessment
ukk3104-33600,Crooklets,2006,Higher,1976 directive,actual assessment
ukk3104-33600,Crooklets,2006,Excellent,2006 directive,projected assessment
ukk3104-33600,Crooklets,2007,Higher,1976 directive,actual assessment
ukk3104-33600,Crooklets,2007,Excellent,2006 directive,projected assessment
ukk3104-33600,Crooklets,2008,Minimum,1976 directive,actual assessment
ukk3104-33600,Crooklets,2008,Good,2006 directive,projected assessment
ukk3104-33600,Crooklets,2009,Higher,1976 directive,actual assessment
ukk3104-33600,Crooklets,2009,Excellent,2006 directive,projected assessment
ukk3104-33600,Crooklets,2010,Higher,1976 directive,actual assessment
ukk3104-33600,Crooklets,2010,Excellent,2006 directive,projected assessment
ukk3104-33600,Crooklets,2011,Higher,1976 directive,actual assessment
ukk3104-33600,Crooklets,2011,Excellent,2006 directive,projected assessment
ukk3104-33600,Crooklets,2012,Minimum,1976 directive,actual assessment
ukk3104-33600,Crooklets,2012,Good,2006 directive,projected assessment
ukk3104-33600,Crooklets,2013,Higher,1976 directive,actual assessment
ukk3104-33600,Crooklets,2013,Good,2006 directive,projected assessment
ukk3104-33600,Crooklets,2014,Higher,1976 directive,actual assessment
ukk3104-33600,Crooklets,2014,Good,2006 directive,projected assessment
ukk3104-33600,Crooklets,2015,Good,2006 directive,actual assessment
ukk3104-33600,Crooklets,2016,Good,2006 directive,actual assessment
ukk3104-33600,Crooklets,2017,Good,2006 directive,actual assessment
ukk3104-33600,Crooklets,2018,Good,2006 directive,actual assessment
ukk3104-33600,Crooklets,2019,Excellent,2006 directive,actual assessment
ukk3104-33600,Crooklets,2021,Excellent,2006 directive,actual assessment
ukk3104-33600,Crooklets,2022,Excellent,2006 directive,actual assessment
ukk3104-33600,Crooklets,2023,Excellent,2006 directive,actual assessment
ukk3104-33600,Crooklets,2024,Excellent,2006 directive,actual assessment
ukk3104-33650,Northcott Mouth,2018,Excellent,2006 directive,actual assessment
ukk3104-33650,Northcott Mouth,2019,Excellent,2006 directive,actual assessment
ukk3104-33650,Northcott Mouth,2021,Excellent,2006 directive,actual assessment
ukk3104-33650,Northcott Mouth,2022,Excellent,2006 directive,actual assessment
ukk3104-33650,Northcott Mouth,2023,Excellent,2006 directive,actual assessment
ukk3104-33650,Northcott Mouth,2024,Excellent,2006 directive,actual assessment
ukk3104-33700,Sandymouth,2004,Higher,1976 directive,actual assessment
ukk3104-33700,Sandymouth,2004,Excellent,2006 directive,projected assessment
ukk3104-33700,Sandymouth,2005,Higher,1976 directive,actual assessment
ukk3104-33700,Sandymouth,2005,Excellent,2006 directive,projected assessment
ukk3104-33700,Sandymouth,2006,Higher,1976 directive,actual assessment
ukk3104-33700,Sandymouth,2006,Excellent,2006 directive,projected assessment
ukk3104-33700,Sandymouth,2007,Higher,1976 directive,actual assessment
ukk3104-33700,Sandymouth,2007,Excellent,2006 directive,projected assessment
ukk3104-33700,Sandymouth,2008,Higher,1976 directive,actual assessment
ukk3104-33700,Sandymouth,2008,Excellent,2006 directive,projected assessment
ukk3104-33700,Sandymouth,2009,Higher,1976 directive,actual assessment
ukk3104-33700,Sandymouth,2009,Excellent,2006 directive,projected assessment
ukk3104-33700,Sandymouth,2010,Higher,1976 directive,actual assessment
ukk3104-33700,Sandymouth,2010,Excellent,2006 directive,projected assessment
ukk3104-33700,Sandymouth,2011,Higher,1976 directive,actual assessment
ukk3104-33700,Sandymouth,2011,Excellent,2006 directive,projected assessment
ukk3104-33700,Sandymouth,2012,Minimum,1976 directive,actual assessment
ukk3104-33700,Sandymouth,2012,Excellent,2006 directive,projected assessment
ukk3104-33700,Sandymouth,2013,Higher,1976 directive,actual assessment
ukk3104-33700,Sandymouth,2013,Excellent,2006 directive,projected assessment
ukk3104-33700,Sandymouth,2014,Higher,1976 directive,actual assessment
ukk3104-33700,Sandymouth,2014,Excellent,2006 directive,projected assessment
ukk3104-33700,Sandymouth,2015,Excellent,2006 directive,actual assessment
ukk3104-33700,Sandymouth,2016,Excellent,2006 directive,actual assessment
ukk3104-33700,Sandymouth,2017,Excellent,2006 directive,actual assessment
ukk3104-33700,Sandymouth,2018,Excellent,2006 directive,actual assessment
ukk3104-33700,Sandymouth,2019,Excellent,2006 directive,actual assessment
ukk3104-33700,Sandymouth,2021,Excellent,2006 directive,actual assessment
ukk3104-33700,Sandymouth,2022,Excellent,2006 directive,actual assessment
ukk3104-33700,Sandymouth,2023,Excellent,2006 directive,actual assessment
ukk3104-33700,Sandymouth,2024,Excellent,2006 directive,actual assessment
ukk3105-30100,Perranuthnoe,2004,Higher,1976 directive,actual assessment
ukk3105-30100,Perranuthnoe,2004,Excellent,2006 directive,projected assessment
ukk3105-30100,Perranuthnoe,2005,Higher,1976 directive,actual assessment
ukk3105-30100,Perranuthnoe,2005,Excellent,2006 directive,projected assessment
ukk3105-30100,Perranuthnoe,2006,Higher,1976 directive,actual assessment
ukk3105-30100,Perranuthnoe,2006,Excellent,2006 directive,projected assessment
ukk3105-30100,Perranuthnoe,2007,Higher,1976 directive,actual assessment
ukk3105-30100,Perranuthnoe,2007,Excellent,2006 directive,projected assessment
ukk3105-30100,Perranuthnoe,2008,Higher,1976 directive,actual assessment
ukk3105-30100,Perranuthnoe,2008,Excellent,2006 directive,projected assessment
ukk3105-30100,Perranuthnoe,2009,Higher,1976 directive,actual assessment
ukk3105-30100,Perranuthnoe,2009,Excellent,2006 directive,projected assessment
ukk3105-30100,Perranuthnoe,2010,Higher,1976 directive,actual assessment
ukk3105-30100,Perranuthnoe,2010,Excellent,2006 directive,projected assessment
ukk3105-30100,Perranuthnoe,2011,Higher,1976 directive,actual assessment
ukk3105-30100,Perranuthnoe,2011,Excellent,2006 directive,projected assessment
ukk3105-30100,Perranuthnoe,2012,Higher,1976 directive,actual assessment
ukk3105-30100,Perranuthnoe,2012,Excellent,2006 directive,projected assessment
ukk3105-30100,Perranuthnoe,2013,Higher,1976 directive,actual assessment
ukk3105-30100,Perranuthnoe,2013,Excellent,2006 directive,projected assessment
ukk3105-30100,Perranuthnoe,2014,Higher,1976 directive,actual assessment
ukk3105-30100,Perranuthnoe,2014,Excellent,2006 directive,projected assessment
ukk3105-30100,Perranuthnoe,2015,Excellent,2006 directive,actual assessment
ukk3105-30100,Perranuthnoe,2016,Excellent,2006 directive,actual assessment
ukk3105-30100,Perranuthnoe,2017,Excellent,2006 directive,actual assessment
ukk3105-30100,Perranuthnoe,2018,Excellent,2006 directive,actual assessment
ukk3105-30100,Perranuthnoe,2019,Excellent,2006 directive,actual assessment
ukk3105-30100,Perranuthnoe,2021,Excellent,2006 directive,actual assessment
ukk3105-30100,Perranuthnoe,2022,Excellent,2006 directive,actual assessment
ukk3105-30100,Perranuthnoe,2023,Excellent,2006 directive,actual assessment
ukk3105-30100,Perranuthnoe,2024,Excellent,2006 directive,actual assessment
ukk3105-30200,Marazion,2004,Minimum,1976 directive,actual assessment
ukk3105-30200,Marazion,2004,Excellent,2006 directive,projected assessment
ukk3105-30200,Marazion,2005,Higher,1976 directive,actual assessment
ukk3105-30200,Marazion,2005,Excellent,2006 directive,projected assessment
ukk3105-30200,Marazion,2006,Higher,1976 directive,actual assessment
ukk3105-30200,Marazion,2006,Excellent,2006 directive,projected assessment
ukk3105-30200,Marazion,2007,Higher,1976 directive,actual assessment
ukk3105-30200,Marazion,2007,Good,2006 directive,projected assessment
ukk3105-30200,Marazion,2008,Higher,1976 directive,actual assessment
ukk3105-30200,Marazion,2008,Good,2006 directive,projected assessment
ukk3105-30200,Marazion,2009,Minimum,1976 directive,actual assessment
ukk3105-30200,Marazion,2009,Sufficient,2006 directive,projected assessment
ukk3105-30200,Marazion,2010,Higher,1976 directive,actual assessment
ukk3105-30200,Marazion,2010,Good,2006 directive,projected assessment
ukk3105-30200,Marazion,2011,Higher,1976 directive,actual assessment
ukk3105-30200,Marazion,2011,Good,2006 directive,projected assessment
ukk3105-30200,Marazion,2012,Higher,1976 directive,actual assessment
ukk3105-30200,Marazion,2012,Good,2006 directive,projected assessment
ukk3105-30200,Marazion,2013,Higher,1976 directive,actual assessment
ukk3105-30200,Marazion,2013,Good,2006 directive,projected assessment
ukk3105-30200,Marazion,2014,Minimum,1976 directive,actual assessment
ukk3105-30200,Marazion,2014,Good,2006 directive,projected assessment
ukk3105-30200,Marazion,2015,Good,2006 directive,actual assessment
ukk3105-30200,Marazion,2016,Good,2006 directive,actual assessment
ukk3105-30200,Marazion,2017,Good,2006 directive,actual assessment
ukk3105-30200,Marazion,2018,Excellent,2006 directive,actual assessment
ukk3105-30200,Marazion,2019,Excellent,2006 directive,actual assessment
ukk3105-30200,Marazion,2021,Good,2006 directive,actual assessment
ukk3105-30200,Marazion,2022,Good,2006 directive,actual assessment
ukk3105-30200,Marazion,2023,Good,2006 directive,actual assessment
ukk3105-30200,Marazion,2024,Good,2006 directive,actual assessment
ukk3105-30300,Long Rock,2004,Higher,1976 directive,actual assessment
ukk3105-30300,Long Rock,2004,Excellent,2006 directive,projected assessment
ukk3105-30300,Long Rock,2005,Higher,1976 directive,actual assessment
ukk3105-30300,Long Rock,2005,Good,2006 directive,projected assessment
ukk3105-30300,Long Rock,2006,Minimum,1976 directive,actual assessment
ukk3105-30300,Long Rock,2006,Good,2006 directive,projected assessment
ukk3105-30300,Long Rock,2007,Higher,1976 directive,actual assessment
ukk3105-30300,Long Rock,2007,Good,2006 directive,projected assessment
ukk3105-30300,Long Rock,2008,Higher,1976 directive,actual assessment
